UserID;FIL1;FIL2;FIL3;USE.MA;USE.CS;USE.PT;USE.RP;USE.LO;USE.RS;USE.ALL;MS;USE.MS;QUAL.MS;USE1;USE2;USE3;USE4;USE5;USE6;USE7;UI1;UI2;UI3;SAT1;SAT2;SAT3;LOY1;LOY2;LOY3;PE1;PE2;PE3;PE4;PE5;EE1;EE2;EE3;EE4;SI1;SI2;SI3;SI4;FC1;FC2;FC3;FC4;HM1;HM2;HM3;HM4;PV1;PV2;PV3;HT1;HT2;HT3;HT4;HT5;IND1;IND2;IND3;IND4;IND5;MRE1;MRE2;MRE3;MRE4;FLE1;FLE2;FLE3;FLE4;REL1;REL2;TIM1;TIM2;COS1;COS2;DRI1;DRI2;DRI3;DRI4;DRI5;OCC1;OCC2;OCC3;SUP1;SUP2;SUP3;SUP4;OPT1;OPT2;OPT3;OPT4;INN1;INN2;INN3;INN4;DIS1;DIS2;DIS3;DIS4;INS1;INS2;INS3;INS4;INE1;INE2;INE3;EXP1;EXP2;EXP3;EXP4;EXP5;EXP6;MPT1;MPT2;MPT3;MPT4;MPT5;MPT6;MPW1;MPW2;MPW3;MPW4;MPW5;MPW6;SOC1;SOC2;SOC3;SOC4;SOC5;SOC6;MOS1;MOS2;MOS3;MOS5;MOS4;MOS6;MOS7;MOS8;MOS9;MOE1;MOE2;MOE3;MOE4;MOE5;MOE6;DTWmax;MPT
4834253323;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4834249920;A;A;A;6;1;7;7;1;2;6;Offi;6;2;6;5;2;6;2;4;6;7;6;5;6;6;6;6;6;5;7;5;7;7;7;6;6;6;6;7;7;5;7;6;6;5;6;3;5;4;4;3;4;5;5;4;4;6;5;5;7;4;6;7;4;6;4;5;4;5;5;5;5;4;4;4;4;4;3;3;4;2;3;4;3;4;4;4;4;5;3;3;3;4;3;2;2;4;5;5;4;4;4;4;3;5;3;4;4;5;5;4;4;1;1;1;5;7;6;5;3;1;3;3;3;5;5;B;B;A;D;A;B;A;A;F;E;D;1;A;A;D;B;B;B;A;A;A;100;E
4834249683;A;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4834248277;A;A;B;5;1;6;5;3;2;4;GoogleMaps;6;5;4;4;5;5;5;4;5;5;4;5;5;5;5;5;5;5;4;4;5;5;5;6;4;5;5;4;4;4;6;6;6;5;5;4;4;3;3;5;5;5;5;4;4;4;5;5;5;4;4;5;5;5;4;4;5;6;5;6;6;5;5;5;4;4;4;4;4;4;4;4;4;5;2;3;3;4;5;5;5;5;4;3;4;4;2;3;1;2;4;3;2;3;5;5;5;5;5;5;5;5;1;4;5;2;2;2;1;1;2;1;1;2;1;C;B;D;D;B;A;A;A;A;A;A;1;A;A;F;B;B;B;A;B;A;1;E
4834240491;A;A;B;5;1;3;1;2;1;1;GoogleMaps;5;5;5;4;4;6;3;5;6;7;4;6;6;6;7;7;6;5;4;5;5;6;3;4;4;5;3;5;3;5;4;4;5;5;3;5;3;4;4;5;4;5;5;3;3;5;4;4;3;5;5;4;5;4;3;5;4;5;4;5;4;4;5;3;5;5;4;5;4;3;4;5;5;3;5;5;4;3;4;3;3;3;2;4;3;3;4;2;3;3;2;2;3;3;5;4;3;5;5;5;5;5;1;4;4;7;3;3;1;2;2;5;4;4;3;C;A;C;D;B;C;A;A;C;B;D;3;A;A;D;B;B;B;A;A;A;10;E
4834222280;A;A;A;5;1;4;1;1;1;6;GoogleMaps;5;5;6;6;6;6;5;5;4;6;6;5;5;6;6;7;6;6;6;6;6;6;7;6;6;5;5;6;5;6;6;6;5;6;6;6;6;6;6;6;5;6;6;5;5;6;6;6;6;5;5;7;7;6;6;6;7;7;6;6;6;5;6;7;4;5;5;5;5;5;6;6;6;5;5;4;6;6;4;4;4;3;4;4;4;3;4;5;4;4;3;4;4;4;6;5;4;5;5;3;5;1;1;2;6;1;2;1;1;2;1;1;3;4;3;B;B;D;D;A;A;A;A;C;B;C;6;A;A;B;A;B;B;A;B;B;10;E
4834208097;A;A;A;7;6;7;7;5;4;7;App des lokalen Verkehrsverbundes;6;6;7;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;5;6;5;6;7;7;7;7;7;7;7;7;6;7;7;7;7;7;7;7;7;7;7;6;7;7;7;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;3;6;4;4;4;4;5;5;5;4;3;3;4;3;5;3;1;1;1;5;3;3;4;7;7;7;5;5;5;5;5;5;5;7;7;5;7;1;1;3;1;2;3;3;B;B;D;D;B;C;A;A;A;C;C;7;B;B;A;A;A;A;A;A;A;1;E
4834207128;A;A;A;5;1;5;4;1;1;4;GoogleMaps;5;6;5;3;5;7;5;3;4;7;7;7;7;7;7;7;5;6;6;3;6;6;6;6;5;5;5;5;5;5;6;6;6;5;3;5;5;3;5;4;5;5;6;3;3;5;5;5;5;6;5;6;4;5;3;5;5;6;6;6;5;6;6;5;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4834188916;A;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4834181736;A;A;A;4;1;2;1;1;1;4;GoogleMaps;4;6;4;5;4;5;1;1;3;6;6;5;6;6;6;6;6;6;4;4;6;6;5;6;5;5;6;4;4;4;5;6;6;4;4;5;6;3;4;3;5;4;5;3;4;5;5;4;5;3;5;6;6;6;5;5;6;6;5;6;6;6;6;6;5;4;4;4;4;3;5;5;3;4;3;5;2;5;4;4;3;4;4;2;4;3;2;3;2;2;2;3;3;1;6;6;6;5;5;5;5;1;1;7;3;3;5;2;1;2;2;1;3;4;5;B;B;D;D;B;D;A;A;B;A;B;1;A;A;A;B;B;B;A;A;A;5;E
4834181018;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4834178738;A;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4834177348;A;A;A;5;1;1;4;3;1;3;GoogleMaps;5;6;6;3;6;6;1;2;5;7;4;6;6;6;6;6;6;6;5;5;7;6;7;6;6;6;6;2;1;2;6;6;6;4;4;5;6;4;5;6;6;4;6;4;6;5;6;5;6;5;6;7;6;6;6;7;6;6;6;6;6;6;6;6;6;5;4;4;4;4;4;2;4;6;2;4;2;5;4;3;3;3;3;2;4;2;2;3;2;3;3;3;3;4;5;6;5;5;5;5;5;1;1;2;2;6;4;1;1;1;2;1;2;3;2;C;B;B;G;B;B;A;A;G;G;H;0;A;G;E;B;B;B;A;A;B;0;E
4834173895;A;A;A;7;1;5;5;5;1;6;Moovit;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;5;5;4;4;5;4;2;4;3;4;3;3;3;3;5;5;5;5;5;5;5;5;1;4;7;6;1;1;1;1;2;1;1;4;4;E;A;D;D;B;D;A;A;C;B;C;5;A;A;C;A;B;B;A;A;A;10;E
4834168523;A;A;A;4;1;7;5;2;4;5;DB Navigator;7;2;5;2;7;6;3;5;4;6;5;5;5;4;4;6;5;4;5;5;4;5;4;6;5;5;6;5;4;4;5;7;7;3;1;1;4;1;1;1;2;2;5;4;6;5;5;5;4;3;5;5;4;4;4;2;5;5;3;4;1;5;2;4;1;1;5;5;2;2;2;5;5;4;2;5;2;2;4;4;4;5;5;4;5;4;2;1;2;3;4;4;3;1;5;5;6;5;5;5;5;1;1;4;7;7;3;7;1;2;2;2;3;3;3;C;B;C;D;B;C;C;A;D;D;G;7;A;B;A;A;B;B;A;A;A;30;E
4834158879;A;A;A;3;3;5;5;5;4;4;Car2Go;4;5;1;1;3;3;4;1;2;4;1;5;4;3;5;5;2;5;5;3;4;2;2;3;2;5;4;5;2;4;4;3;4;5;4;6;5;4;6;5;5;3;3;5;5;3;6;5;3;5;3;5;2;4;4;5;3;6;5;4;6;3;5;7;4;1;5;5;4;3;6;6;4;4;6;3;4;6;4;5;2;2;1;2;2;3;5;2;2;4;4;2;4;2;3;4;6;3;4;2;4;2;4;4;4;4;4;3;4;2;2;3;3;2;3;B;B;B;D;A;C;A;B;B;A;D;2;B;D;B;A;B;B;A;A;B;5;E
4834135307;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4834134670;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4834132592;A;A;A;5;4;5;4;4;5;6;MyTaxi;6;5;3;4;4;4;5;4;3;4;3;5;3;5;5;4;3;5;5;4;3;4;5;5;3;4;6;4;5;3;5;4;3;5;5;4;5;5;4;4;5;5;5;5;4;5;3;5;4;4;5;3;4;4;5;5;5;4;4;3;3;4;5;4;5;5;5;4;4;5;3;4;4;5;3;4;4;4;4;3;2;4;2;3;3;4;3;4;4;2;3;4;2;4;5;5;3;4;4;3;4;3;5;6;6;5;4;4;6;2;1;2;3;3;2;C;A;D;D;B;D;B;A;C;C;D;5;C;D;C;A;A;A;A;A;A;10;E
4834131157;A;A;A;3;3;6;6;1;2;1;App des lokalen Verkehrsverbundes;5;6;6;5;5;7;3;5;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;6;6;6;6;4;4;4;7;7;7;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;6;7;6;6;7;7;7;7;7;6;7;7;6;6;6;6;6;6;6;6;6;6;6;3;3;5;5;6;3;6;5;5;5;5;4;3;4;4;1;3;2;3;2;1;2;3;6;6;6;5;5;5;5;3;3;7;6;3;2;1;1;1;3;3;2;1;1;C;A;B;D;A;B;A;A;A;A;A;1;A;A;D;A;B;A;A;A;A;1;E
4834114026;A;A;A;6;1;3;5;1;1;5;GoogleMaps;6;7;5;3;5;6;6;5;6;6;5;6;6;6;6;6;6;6;6;6;6;6;5;6;6;6;6;5;1;5;6;6;6;3;6;6;6;5;6;6;6;6;6;5;5;6;6;6;5;6;5;6;6;6;5;6;6;6;6;6;6;6;6;6;5;5;4;4;4;4;4;3;3;2;4;4;4;6;4;4;4;4;4;3;4;4;2;2;2;2;3;2;4;2;4;6;6;5;5;5;5;1;1;6;2;7;5;2;1;2;2;3;2;5;4;D;B;D;E;B;F;B;A;D;B;D;1;A;E;C;B;B;B;A;A;A;30;E
4834101572;A;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4834084167;A;A;A;5;1;7;4;1;1;5;App des lokalen Verkehrsverbundes;6;5;3;2;7;6;3;5;5;2;6;5;6;5;6;6;6;5;5;1;4;5;4;6;5;5;6;1;1;1;2;6;6;6;4;1;5;1;1;3;3;4;5;1;1;1;5;5;5;1;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4834081300;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4834063561;A;A;A;6;2;6;6;2;1;6;App des lokalen Verkehrsverbundes;6;5;5;5;3;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;5;5;6;6;6;6;6;6;6;6;5;6;5;5;5;6;5;5;4;5;5;5;5;5;5;5;5;5;6;5;5;5;5;4;5;4;5;4;4;5;5;5;5;5;5;6;2;3;2;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;4;4;3;4;5;5;5;5;5;5;5;4;1;6;7;1;4;4;1;4;1;2;3;5;4;B;B;B;D;B;B;C;C;C;A;C;2;B;B;B;A;B;B;A;B;A;10;E
4834021436;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4834009971;A;A;A;6;4;5;5;3;3;7;GoogleMaps;6;7;7;7;3;6;6;6;6;7;7;7;7;7;7;7;7;7;6;6;7;7;7;7;7;7;7;5;5;5;6;5;5;6;5;5;7;4;5;6;7;6;7;4;4;5;6;6;4;6;5;5;5;6;5;6;5;6;5;6;6;5;6;4;5;4;4;4;3;5;4;2;2;2;4;4;4;5;4;4;4;4;2;3;3;4;2;2;2;2;3;4;2;3;5;5;4;5;5;5;5;5;5;5;6;5;5;1;1;2;3;1;2;3;3;C;B;D;D;B;D;A;A;B;B;B;5;A;A;D;B;B;A;A;A;A;5;E
4833993697;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4833960758;A;A;A;7;6;7;6;7;5;6;App des lokalen Verkehrsverbundes;7;5;6;5;5;5;3;3;5;7;6;7;7;5;7;6;6;6;6;6;6;6;6;5;6;6;6;6;5;6;6;7;7;6;6;4;5;3;4;6;6;6;6;4;4;6;5;5;6;5;6;6;6;6;6;6;6;6;5;6;6;6;6;6;6;5;4;4;4;4;4;3;3;5;4;4;4;5;4;4;4;4;3;3;4;4;2;3;2;2;3;2;3;3;6;6;5;5;5;5;5;5;5;7;6;3;4;2;1;2;2;1;2;3;2;D;B;D;D;B;C;A;A;B;B;C;6;A;B;B;A;B;A;A;A;A;5;E
4833949092;A;A;A;3;1;4;3;1;1;4;GoogleMaps;4;6;5;4;6;5;1;5;2;7;6;7;7;7;7;7;7;6;7;3;7;7;7;6;5;6;6;4;3;5;7;7;6;6;6;5;6;3;5;5;5;5;6;3;4;6;5;6;6;5;6;6;6;6;5;5;6;6;6;6;6;6;7;6;3;4;3;2;3;2;3;6;5;6;1;4;1;4;3;4;4;5;4;4;4;5;5;4;4;5;4;5;4;2;5;6;6;5;5;5;5;3;3;7;4;7;1;1;1;2;1;1;1;4;3;E;B;D;D;B;D;A;A;C;B;D;3;A;A;D;B;A;B;A;A;A;10;E
4833946351;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4833945638;A;A;A;2;1;1;1;1;1;2;GoogleMaps;2;5;4;3;5;5;5;5;3;7;7;7;6;6;6;7;6;6;7;4;7;7;6;7;5;7;7;1;1;1;5;7;7;5;7;4;6;4;4;4;4;4;5;1;3;6;3;1;1;1;1;1;4;5;5;5;6;6;6;6;4;6;4;4;1;1;2;2;2;2;2;3;4;6;1;4;1;5;3;3;3;3;2;2;4;4;1;3;1;2;4;4;4;2;5;5;5;5;5;5;5;1;5;4;1;1;3;1;1;1;2;2;2;5;1;C;B;C;G;B;C;A;G;G;G;H;0;B;G;E;B;B;B;B;B;A;0;E
4833940348;A;A;A;5;3;3;5;4;5;4;Offi;5;5;3;3;4;4;4;5;6;4;4;4;5;5;5;5;5;5;5;5;6;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;6;6;5;5;5;6;6;5;5;5;5;5;6;6;5;3;3;3;5;5;5;5;5;4;3;3;5;3;4;5;5;6;5;5;5;5;5;5;5;5;5;3;3;4;4;4;4;3;3;2;2;4;4;4;3;4;4;5;5;5;4;4;4;4;4;3;5;5;6;6;5;5;2;2;2;2;2;2;E;A;B;D;B;E;A;A;D;E;C;5;C;D;D;A;B;B;A;A;A;30;E
4833909248;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4833589694;A;A;A;7;1;7;6;3;2;7;GoogleMaps;7;5;7;2;5;7;5;1;7;7;7;7;7;7;7;7;4;7;6;5;7;6;7;7;6;6;6;5;5;5;7;7;7;3;5;4;6;4;4;7;7;4;7;1;1;6;6;7;7;4;7;6;7;7;7;7;7;7;7;7;5;6;5;6;4;4;4;1;1;1;4;1;1;1;1;2;1;7;4;4;4;4;4;4;5;5;2;2;1;2;4;2;1;2;6;7;7;5;5;5;5;5;1;7;6;7;6;2;1;1;5;5;5;5;5;C;B;D;D;B;C;A;A;C;B;D;6;A;A;D;A;B;B;A;A;A;10;E
4833572889;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4833567468;A;A;A;6;1;6;6;1;1;6;DB Navigator;6;5;5;2;5;6;2;5;3;6;3;6;5;5;3;6;6;4;4;7;6;4;6;6;7;4;4;6;7;3;6;5;6;3;5;3;7;6;7;5;3;5;3;6;6;5;3;4;6;7;6;3;6;7;6;3;3;5;6;2;4;5;5;3;3;6;5;4;2;2;3;6;4;6;6;3;3;5;1;3;2;3;2;3;5;2;5;4;2;4;1;3;5;2;5;3;5;5;5;3;4;3;1;7;5;1;4;5;1;4;3;1;2;2;2;D;B;D;E;A;C;A;F;C;F;C;4;C;D;B;B;A;B;A;B;A;10;E
4833566897;A;A;A;3;2;3;2;1;2;3;App des lokalen Verkehrsverbundes;6;5;6;5;5;7;2;7;6;7;7;7;7;5;6;7;7;7;6;6;7;7;7;6;6;6;7;7;6;7;6;6;6;4;6;4;6;4;5;6;5;6;5;3;3;6;6;6;6;6;6;6;5;5;5;5;5;5;4;5;5;6;5;5;2;4;5;6;5;5;6;6;1;1;4;4;4;5;4;4;4;4;3;3;3;4;4;4;4;4;3;3;4;3;5;6;5;5;5;5;5;4;1;3;7;1;3;2;2;2;3;4;4;4;4;C;B;A;G;B;B;B;B;B;B;C;7;A;A;E;A;B;B;B;B;A;5;E
4833554646;A;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4833552612;A;A;A;5;1;4;4;1;1;6;GoogleMaps;5;4;4;2;6;5;1;2;5;6;3;3;7;5;6;6;5;5;3;3;6;5;5;3;2;3;4;4;2;3;5;5;4;3;5;5;5;5;5;5;5;6;3;2;1;5;2;4;5;2;3;6;4;5;3;5;5;6;5;3;5;5;6;5;3;2;4;4;2;1;4;3;2;4;4;4;1;6;4;2;3;2;3;1;3;4;1;2;3;4;4;3;2;3;5;6;4;2;2;5;2;1;1;5;2;5;1;1;1;1;2;2;1;4;1;E;A;C;G;A;B;A;A;C;C;D;4;A;B;B;B;B;B;A;A;A;10;E
4833537041;A;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4833535935;A;A;A;5;1;3;1;1;1;4;GoogleMaps;5;5;7;3;7;7;1;3;7;7;7;7;7;6;7;7;7;7;7;7;7;7;7;7;6;6;7;4;4;4;7;7;7;4;5;5;7;4;6;6;7;6;7;6;1;7;7;6;7;6;6;6;6;6;6;5;5;4;5;3;5;5;5;6;4;4;7;6;6;4;6;3;3;6;1;3;1;3;4;4;4;4;2;2;4;4;1;3;1;3;4;4;4;3;6;6;6;5;5;5;5;1;1;1;7;1;1;1;1;1;2;1;1;3;3;C;B;A;D;B;B;A;A;B;C;C;7;A;B;A;A;B;B;B;B;B;5;E
4833521206;A;A;A;5;3;5;1;1;1;5;Karten;6;6;6;6;3;5;4;4;6;6;6;6;6;6;6;6;5;5;6;6;6;6;6;6;6;6;6;4;4;4;6;6;6;6;5;6;6;5;5;5;5;5;6;5;4;6;5;6;6;6;6;6;6;6;6;6;7;6;6;6;6;6;6;6;6;4;5;5;4;6;5;2;2;3;4;4;4;4;4;4;3;4;5;3;5;3;3;2;3;3;3;4;4;2;4;6;6;5;5;5;5;5;5;3;7;6;6;1;1;1;3;3;2;4;3;B;A;D;D;B;C;A;A;D;C;C;7;B;A;B;A;B;A;A;A;A;30;E
4833520981;A;A;A;4;1;7;7;1;1;7;Offi;7;5;7;7;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;6;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;6;6;7;6;7;2;5;1;4;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4833520531;A;A;A;7;1;6;1;4;4;7;GoogleMaps;7;5;6;3;7;7;6;6;5;7;7;7;7;7;7;7;7;7;6;5;5;6;7;5;5;5;6;4;4;4;6;6;6;6;6;4;5;5;4;4;4;4;6;3;5;5;5;5;5;5;5;5;5;6;5;5;5;6;6;5;5;5;5;6;4;4;1;2;1;1;2;2;2;3;5;2;1;6;5;4;4;4;2;2;4;3;2;2;2;3;2;2;3;2;3;6;6;5;5;5;5;5;5;7;6;2;3;4;1;1;2;2;5;5;3;C;B;C;D;A;B;A;A;C;C;B;6;A;A;A;A;B;A;A;B;A;10;E
4833519135;A;A;A;4;1;4;4;1;1;5;GoogleMaps;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;5;5;5;5;6;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;5;5;5;4;5;5;6;4;3;5;5;5;5;5;6;6;2;2;6;2;6;3;4;4;4;1;1;1;1;2;2;2;2;3;3;3;3;6;6;6;5;5;5;5;1;1;5;4;5;5;4;1;1;2;1;1;3;3;B;B;D;E;B;C;D;D;C;B;B;1;A;C;D;A;B;B;A;A;A;10;E
4833496209;A;A;A;6;1;2;6;1;6;7;GoogleMaps;7;6;6;5;2;5;1;5;5;7;6;7;7;7;7;7;6;7;6;7;7;7;7;6;6;5;6;4;4;4;4;6;6;4;4;6;6;6;6;6;6;6;2;1;1;6;2;6;6;6;6;6;5;6;2;5;6;6;6;5;5;5;5;5;2;2;2;1;1;2;2;1;3;3;3;4;1;3;5;4;3;4;4;3;4;4;2;2;3;2;4;4;4;4;5;5;5;5;5;5;5;1;1;5;5;7;3;1;1;3;2;2;3;5;5;C;A;D;D;A;C;A;A;D;B;D;4;A;A;D;B;B;B;A;A;A;30;E
4833478538;A;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4833470062;A;A;A;3;1;1;4;1;1;3;GoogleMaps;3;6;6;3;6;7;6;3;3;7;6;7;7;7;7;7;6;6;4;4;7;7;7;5;6;6;5;3;3;3;3;7;7;7;2;4;7;4;4;4;4;4;5;1;1;6;4;7;7;7;4;7;4;4;4;4;6;6;5;4;4;5;4;4;4;4;4;4;4;1;4;4;4;7;2;4;1;4;4;4;3;3;1;1;4;1;3;5;4;4;3;4;5;3;7;7;7;5;5;5;5;1;1;3;3;1;1;1;1;1;1;1;1;1;1;E;A;B;H;A;A;A;G;G;G;H;0;A;G;E;B;B;B;B;B;A;0;E
4833468172;A;A;B;4;1;4;1;1;1;3;GoogleMaps;4;5;4;2;6;3;2;5;3;4;2;4;4;5;4;5;4;4;4;4;4;5;4;4;3;3;4;5;5;5;7;5;5;4;5;4;5;4;5;3;5;4;4;2;4;5;3;4;4;5;3;5;4;5;4;5;4;5;4;5;4;4;5;4;4;4;4;4;4;3;4;6;5;5;3;4;3;4;3;4;3;4;2;2;4;3;4;3;4;4;4;5;4;5;5;5;5;5;5;5;5;1;1;1;6;3;4;1;1;1;2;5;5;5;1;C;B;C;G;B;C;A;A;C;B;C;6;A;A;A;A;B;B;A;A;A;10;E
4833458403;A;A;A;5;1;4;2;1;1;5;App des lokalen Verkehrsverbundes;5;5;3;4;5;7;4;7;4;7;7;7;7;7;7;7;6;6;6;7;7;6;7;7;5;5;7;5;5;6;5;7;5;4;7;4;6;4;4;5;5;5;5;4;4;7;5;7;7;7;7;7;5;5;5;5;6;6;5;5;5;5;5;5;4;4;4;4;4;4;4;3;2;4;1;5;1;5;4;5;5;5;3;3;3;4;1;3;1;2;3;3;2;1;4;5;4;5;5;5;4;1;1;6;7;4;5;1;1;1;2;2;1;3;3;E;B;D;D;B;E;A;A;D;C;C;6;A;A;B;A;B;B;A;A;A;30;E
4833438700;A;A;A;6;1;1;6;1;1;1;GoogleMaps;6;5;5;4;4;5;1;1;5;5;4;4;5;5;5;4;4;5;3;5;5;5;5;5;5;5;5;3;3;3;5;5;5;5;5;5;5;4;5;4;4;4;3;1;1;5;1;5;5;4;5;5;5;4;5;5;5;5;4;5;4;5;5;5;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;2;4;2;1;4;2;3;2;4;2;4;5;4;5;6;6;6;5;5;5;5;1;1;1;1;7;3;1;1;1;3;3;1;5;5;E;B;B;D;A;C;A;A;D;C;D;1;A;A;D;B;B;B;A;A;B;30;E
