UserID;FIL1;FIL2;FIL3;USE.MA;USE.CS;USE.PT;USE.RP;USE.LO;USE.RS;USE.ALL;MS;USE.MS;QUAL.MS;USE1;USE2;USE3;USE4;USE5;USE6;USE7;UI1;UI2;UI3;SAT1;SAT2;SAT3;LOY1;LOY2;LOY3;PE1;PE2;PE3;PE4;PE5;EE1;EE2;EE3;EE4;SI1;SI2;SI3;SI4;FC1;FC2;FC3;FC4;HM1;HM2;HM3;HM4;PV1;PV2;PV3;HT1;HT2;HT3;HT4;HT5;IND1;IND2;IND3;IND4;IND5;MRE1;MRE2;MRE3;MRE4;FLE1;FLE2;FLE3;FLE4;REL1;REL2;TIM1;TIM2;COS1;COS2;DRI1;DRI2;DRI3;DRI4;DRI5;OCC1;OCC2;OCC3;SUP1;SUP2;SUP3;SUP4;OPT1;OPT2;OPT3;OPT4;INN1;INN2;INN3;INN4;DIS1;DIS2;DIS3;DIS4;INS1;INS2;INS3;INS4;INE1;INE2;INE3;EXP1;EXP2;EXP3;EXP4;EXP5;EXP6;MPT1;MPT2;MPT3;MPT4;MPT5;MPT6;MPW1;MPW2;MPW3;MPW4;MPW5;MPW6;SOC1;SOC2;SOC3;SOC4;SOC5;SOC6;MOS1;MOS2;MOS3;MOS5;MOS4;MOS6;MOS7;MOS8;MOS9;MOE1;MOE2;MOE3;MOE4;MOE5;MOE6;DTWmax;MPT
4837926668;A;A;A;1;1;1;1;1;1;1;GoogleMaps;4;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;5;5;4;5;1;1;1;2;7;6;1;1;1;1;3;1;4;4;C;B;C;D;B;C;B;B;C;B;D;1;A;A;D;B;B;B;A;A;A;10;C
4837925767;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4837906608;A;A;A;7;2;6;4;4;3;7;GoogleMaps;7;5;6;5;3;6;5;5;6;6;4;6;7;6;6;7;6;6;6;5;6;7;6;6;6;6;6;4;4;4;6;6;6;6;6;5;6;5;5;5;5;4;6;6;4;6;6;7;6;6;6;6;5;6;6;6;6;6;6;7;6;5;5;6;6;6;4;4;4;4;4;3;3;2;2;5;4;6;4;4;4;4;4;3;4;3;1;2;2;2;4;3;3;3;3;6;5;5;5;5;5;5;4;5;7;2;4;2;1;1;3;2;3;5;3;B;B;B;E;B;B;A;A;D;C;C;5;A;A;B;A;B;B;A;B;A;30;C
4837888002;A;A;A;7;7;7;7;6;7;7;nextbike;7;5;5;4;2;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;6;4;6;4;4;4;5;5;4;6;6;5;5;5;5;5;5;5;4;4;5;4;5;4;5;5;4;5;5;5;4;5;5;5;5;4;5;4;5;5;4;5;5;4;5;4;5;4;4;5;5;4;4;4;3;3;3;3;3;2;4;4;3;3;2;3;3;4;3;4;4;5;4;4;4;4;6;5;6;5;6;6;2;2;2;1;2;2;C;A;C;D;A;D;A;C;C;B;D;7;B;B;B;A;A;A;A;A;A;10;C
4837862889;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4837850289;A;A;A;3;1;1;1;1;1;1;GoogleMaps;3;5;3;3;7;5;1;1;1;5;5;5;5;5;5;6;6;6;4;3;6;5;6;5;5;5;6;4;4;4;5;6;6;5;5;5;5;4;5;5;5;5;4;1;1;5;5;5;4;4;4;6;5;6;5;6;6;6;6;6;5;5;5;6;4;4;4;4;4;4;4;7;7;7;1;4;1;5;5;3;5;5;4;4;5;4;3;4;5;5;4;4;4;1;5;5;5;5;5;5;5;1;1;4;1;5;2;1;1;1;1;1;1;3;2;E;B;B;E;B;C;A;A;D;B;D;1;A;A;D;B;B;B;A;A;A;30;C
4837772988;A;A;A;7;5;7;7;1;1;7;App des lokalen Verkehrsverbundes;7;6;6;6;3;6;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;6;6;6;6;6;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;4;4;4;4;4;4;4;4;4;4;2;3;4;3;4;6;5;5;5;5;5;1;1;7;7;1;2;1;1;3;5;1;5;5;5;D;A;C;E;A;B;B;A;D;D;G;7;B;B;F;A;B;B;B;B;A;30;C
4837500089;A;A;A;4;1;6;1;1;1;7;App des lokalen Verkehrsverbundes;7;6;7;7;1;7;1;7;7;7;1;7;7;7;7;1;7;7;7;1;7;7;7;7;7;7;1;1;1;1;6;7;7;7;7;7;7;5;7;7;7;4;7;7;7;7;7;1;7;1;7;7;7;7;7;7;7;7;7;7;7;5;7;7;1;1;1;1;4;1;1;1;1;1;1;7;1;7;1;1;5;3;5;1;2;5;1;1;3;5;3;5;5;5;7;7;7;5;5;5;5;1;1;7;5;1;5;1;1;1;2;1;2;4;4;C;B;A;D;A;B;B;B;C;C;B;6;A;A;D;B;B;B;A;B;A;10;C
4837409178;A;A;A;1;1;6;5;1;1;6;GoogleMaps;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4837390314;A;A;A;3;1;3;1;1;1;3;GoogleMaps;3;4;2;3;5;7;2;2;3;4;4;6;5;6;4;6;6;6;5;1;6;2;5;4;5;5;6;1;1;1;5;7;6;5;5;4;6;5;5;4;4;4;3;1;1;5;6;4;6;4;3;6;4;6;4;4;4;6;5;5;4;5;5;4;2;1;2;2;2;2;2;6;5;7;2;3;1;4;4;2;4;3;2;1;3;3;3;2;2;4;4;4;2;5;3;7;3;5;5;5;5;1;1;4;6;1;1;2;1;5;2;2;2;5;4;D;B;B;D;B;C;A;A;B;B;C;2;A;A;B;A;A;B;B;B;A;5;C
4837357388;A;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4837349838;A;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4837306682;A;A;A;4;1;3;1;1;1;1;Karten;4;4;3;3;3;5;1;1;1;5;4;5;5;4;5;5;3;5;5;4;5;5;5;5;4;4;5;4;4;4;5;4;5;4;5;4;4;4;4;3;4;4;3;4;4;4;4;3;3;3;3;3;4;5;3;4;5;5;4;5;4;4;4;4;3;3;1;1;1;1;1;3;5;3;1;1;1;1;4;3;4;4;1;1;3;2;2;3;2;2;2;2;2;2;4;4;4;5;5;5;5;1;1;1;6;1;2;2;1;1;2;1;1;2;1;G;B;C;F;A;A;A;G;G;G;H;0;B;G;E;A;A;B;B;B;B;0;C
4837305503;A;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4837262228;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4837261728;A;A;A;2;1;5;2;1;1;4;Touch and Travel;3;6;6;3;2;7;6;6;7;7;7;7;7;7;7;7;6;7;5;5;6;7;7;7;7;7;7;5;5;5;4;7;7;7;5;6;6;4;5;7;7;7;7;5;5;7;7;5;5;5;7;7;7;7;7;7;7;7;7;7;6;6;6;6;6;4;5;4;4;1;4;1;2;1;4;4;4;5;5;4;4;4;4;5;5;4;1;3;1;3;3;3;3;3;6;6;5;5;5;5;5;1;1;4;3;6;6;1;1;1;2;3;2;5;1;F;B;D;F;B;D;A;G;G;G;H;0;B;G;E;B;B;B;A;A;A;0;C
4837256013;A;A;B;3;1;2;3;1;1;3;GoogleMaps;4;4;3;4;5;7;4;5;3;5;5;5;4;5;4;5;4;4;2;2;3;3;2;5;4;4;4;4;1;2;4;6;6;4;7;4;4;4;4;5;5;5;4;2;1;4;3;4;4;3;1;5;4;3;3;3;4;3;4;4;2;3;3;3;3;1;1;1;1;1;1;6;6;7;1;1;1;3;3;2;1;3;2;2;3;3;3;5;5;5;5;4;5;5;7;7;7;5;5;5;5;1;1;1;2;7;1;1;1;1;2;1;2;4;4;F;B;D;D;B;D;A;A;D;C;D;1;A;A;D;B;B;B;A;A;B;30;C
4837251674;A;A;A;3;1;4;4;2;2;4;App des lokalen Verkehrsverbundes;4;5;7;7;2;7;2;7;7;7;4;7;7;7;7;1;7;7;7;6;7;7;7;7;7;7;7;4;3;4;4;7;7;3;4;7;7;7;7;5;6;7;7;3;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;6;7;7;7;4;7;7;7;7;4;7;2;1;2;4;5;4;6;4;4;3;4;4;3;5;5;1;1;1;2;2;3;2;1;7;7;7;5;5;5;5;1;1;1;4;1;1;2;1;1;2;1;1;2;1;D;B;B;G;B;B;A;G;G;G;H;0;A;G;E;B;B;B;B;B;B;0;C
4837240697;A;A;A;5;1;5;4;2;3;6;GoogleMaps;5;6;4;5;3;7;7;5;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;6;6;7;7;7;7;7;7;7;7;6;7;7;7;7;6;6;6;7;4;6;7;6;7;7;7;7;7;6;6;6;7;7;6;6;7;5;6;6;7;6;6;5;5;4;4;4;7;5;5;2;4;2;5;4;4;4;4;4;4;5;4;2;4;2;3;2;4;4;3;6;6;6;5;5;5;5;5;3;6;4;7;6;1;3;2;1;1;3;5;2;C;B;B;D;B;D;A;A;B;A;B;4;A;A;D;A;B;A;A;A;A;5;C
4837222889;A;A;A;4;1;1;1;2;1;3;GoogleMaps;4;6;3;2;5;5;3;3;2;5;4;5;6;6;6;6;4;4;6;5;6;6;6;6;6;6;6;2;2;2;2;5;5;4;4;4;5;4;5;4;5;5;2;1;2;5;4;4;2;2;2;4;5;5;5;4;5;5;5;5;5;5;5;5;4;5;2;2;2;1;3;4;6;6;1;2;1;3;4;3;3;4;4;2;4;4;3;4;3;4;3;2;3;1;5;6;5;5;5;5;5;1;1;1;3;1;2;3;1;1;5;5;5;3;3;D;A;C;D;A;B;A;A;A;A;A;1;A;A;A;B;B;B;A;B;B;1;C
4837220106;A;A;A;5;1;4;1;3;1;4;Karten;4;6;7;6;3;7;1;5;5;7;7;7;5;6;4;6;6;4;3;2;6;6;6;6;4;5;4;2;4;4;5;7;6;7;3;4;5;1;2;4;5;4;6;1;1;1;3;5;2;1;3;4;4;5;4;2;4;4;5;5;3;3;3;4;4;4;4;2;1;1;3;2;2;5;1;3;1;4;3;1;4;4;4;2;4;2;2;4;1;1;5;5;4;3;6;3;5;5;5;5;5;1;1;3;5;6;4;2;1;1;2;1;2;5;5;A;B;B;A;B;C;A;A;B;B;D;4;A;B;D;A;A;B;A;A;A;5;C
4837213273;A;A;A;3;1;1;6;1;1;1;GoogleMaps;5;5;4;5;6;5;2;2;6;6;5;6;5;6;6;6;6;6;4;4;6;4;5;6;6;6;6;4;4;4;6;6;6;6;5;5;6;4;5;5;5;5;6;4;5;5;5;5;5;2;2;6;4;5;5;4;5;6;5;5;5;6;5;5;4;2;4;4;4;4;4;5;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4837202671;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4837201722;A;A;A;3;1;2;3;1;1;2;GoogleMaps;3;4;2;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4837200533;A;A;A;4;1;3;2;2;1;4;GoogleMaps;4;5;3;3;5;6;2;3;3;6;6;6;6;5;6;6;4;5;5;6;5;6;6;5;5;4;5;4;4;4;6;6;6;5;6;4;5;4;4;5;5;5;5;3;3;5;5;6;6;6;5;6;4;5;4;5;5;5;5;5;5;6;5;6;5;6;5;4;4;4;5;3;2;5;4;4;3;5;4;5;3;5;4;3;4;4;2;2;2;2;4;4;4;1;5;5;6;5;5;5;5;4;1;3;4;6;4;1;1;1;3;2;2;2;1;D;B;B;G;B;D;A;G;G;G;H;0;A;G;E;B;B;B;A;A;A;0;C
4837188997;A;A;A;7;1;1;1;1;1;7;GoogleMaps;7;6;5;5;3;5;1;2;5;7;7;7;7;7;7;7;7;7;4;3;7;7;7;5;5;5;5;4;4;4;4;6;6;6;7;6;6;5;6;4;4;4;6;1;5;6;5;4;4;4;4;7;7;7;7;7;7;7;7;7;4;4;4;6;4;4;1;1;1;1;1;1;1;2;4;4;4;4;3;3;3;3;3;3;3;3;1;3;1;2;1;3;1;1;7;7;7;5;5;5;5;1;1;4;3;6;6;1;1;2;1;2;2;4;3;B;B;B;D;B;D;B;B;B;A;A;5;A;A;B;B;B;B;A;A;A;5;C
4837184069;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4837179956;A;A;A;4;1;3;3;1;1;3;GoogleMaps;4;5;7;7;3;7;4;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;4;4;4;7;5;5;7;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4837177965;A;A;A;4;1;2;4;1;1;4;Karten;4;6;1;3;6;7;2;1;2;5;5;5;6;5;6;6;6;6;7;4;6;6;6;7;7;7;7;4;4;4;5;6;6;5;5;6;6;5;6;5;5;5;6;3;5;6;6;1;1;1;5;5;7;6;6;7;6;7;7;7;6;6;6;6;6;4;6;5;6;4;6;3;2;3;2;2;1;6;4;4;4;4;2;2;4;3;1;2;1;3;4;4;4;1;6;6;6;5;5;5;5;1;1;7;3;5;6;1;1;1;1;2;1;1;1;G;B;C;F;B;C;B;G;G;G;H;0;B;G;E;B;B;B;A;A;A;0;C
4837156958;A;A;A;4;1;4;4;1;1;4;Karten;4;6;5;3;6;6;5;5;3;6;5;6;6;6;6;7;6;6;6;5;6;5;6;6;5;6;5;4;4;4;5;6;6;6;5;4;5;3;4;5;6;5;5;3;4;5;5;5;6;5;5;5;5;5;5;6;6;6;5;6;5;5;6;6;5;5;5;4;4;3;4;6;3;7;4;5;5;5;4;4;3;4;3;2;4;4;2;1;4;4;4;4;4;2;5;5;4;5;5;5;5;1;1;7;4;5;3;3;1;2;1;1;2;4;3;D;A;D;D;A;C;A;A;B;B;B;4;A;A;B;B;B;B;A;A;A;5;C
4837156518;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4837092160;A;A;A;4;1;7;4;1;1;6;GoogleMaps;5;5;6;5;2;2;3;2;6;5;5;5;6;6;6;6;6;6;6;6;7;7;6;5;5;6;6;5;5;6;6;5;7;6;5;6;5;6;5;4;5;4;5;6;5;5;4;5;5;4;6;5;5;5;5;4;6;5;4;5;5;5;5;5;4;5;3;5;2;4;2;5;2;2;4;5;4;5;4;4;5;4;4;4;4;4;2;3;2;2;4;4;4;5;5;5;5;5;5;5;5;1;1;5;6;5;1;2;3;1;2;1;3;3;1;C;A;B;H;A;A;A;G;G;G;H;0;A;G;E;B;B;B;A;B;A;0;C
4837091923;A;A;A;5;1;4;4;4;1;5;GoogleMaps;5;5;4;5;4;6;4;6;6;5;5;5;6;6;6;5;4;5;4;4;5;5;5;5;5;5;5;4;4;4;5;5;5;5;4;5;5;4;4;4;4;4;5;2;2;4;4;5;4;5;4;5;4;4;4;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;5;2;2;2;4;4;3;3;4;4;3;4;4;3;3;3;3;4;4;4;3;4;4;4;5;5;5;5;1;1;5;5;7;3;2;1;2;1;1;2;3;3;C;B;D;D;A;B;A;C;D;B;D;1;A;A;D;B;B;B;A;A;A;30;C
4837078267;A;A;B;5;1;1;1;1;1;6;GoogleMaps;5;5;2;2;5;5;1;5;4;5;4;4;4;4;4;4;2;3;3;2;5;5;4;5;4;5;5;2;2;2;4;5;5;4;2;4;4;3;4;4;4;4;3;1;1;3;3;4;3;4;4;4;4;3;4;3;4;4;5;4;4;4;4;4;1;1;1;1;1;1;1;5;6;6;1;1;1;1;2;2;2;2;2;1;3;1;2;3;3;3;4;4;4;3;4;5;4;5;5;5;4;1;1;7;4;1;2;1;1;1;3;1;1;5;5;D;B;C;E;A;B;B;B;B;A;B;1;C;C;C;B;B;B;A;B;A;5;C
4837072424;A;A;A;4;1;7;3;1;1;5;Karten;4;6;6;4;5;7;1;2;5;7;7;7;7;7;7;7;7;7;4;3;7;7;7;7;7;7;7;6;6;6;7;7;7;4;7;5;6;3;4;5;6;4;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;4;4;4;2;3;3;4;2;1;2;1;2;1;7;4;4;3;5;4;3;3;4;2;3;2;1;3;2;3;4;7;7;7;5;5;5;5;1;1;3;6;7;4;1;1;1;3;1;2;4;2;B;B;C;C;B;C;B;A;D;D;C;3;A;B;A;A;B;B;A;A;A;30;C
4837048600;A;A;A;4;1;3;3;2;1;4;Offi;3;5;5;3;6;5;3;4;5;7;7;7;6;6;6;7;7;7;5;3;6;6;6;6;5;5;5;4;4;4;5;6;5;4;5;5;5;5;5;6;6;6;6;3;5;6;6;5;5;4;6;5;5;5;4;5;5;6;4;6;5;5;5;5;4;4;5;4;3;3;4;3;3;5;3;3;1;4;4;4;4;4;3;4;4;3;4;5;4;5;2;2;3;2;5;5;4;5;5;5;5;1;1;5;4;7;3;2;1;1;3;3;3;3;3;E;A;D;D;B;F;A;A;B;A;D;1;A;A;D;B;B;B;A;A;A;5;C
4837048451;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4837033602;A;A;A;6;1;4;1;1;1;5;GoogleMaps;6;6;6;6;6;5;2;1;3;7;7;7;7;7;7;7;6;6;5;3;6;7;6;6;6;6;6;4;4;4;6;7;7;7;5;3;6;1;4;7;7;7;7;3;2;6;6;6;6;2;6;4;3;5;4;5;4;5;5;5;5;5;6;5;2;2;1;1;1;1;2;2;1;1;1;5;1;6;5;5;3;4;1;1;3;3;1;3;2;3;4;4;5;1;6;6;6;5;5;5;5;5;1;1;3;7;6;1;1;1;2;3;2;5;1;B;B;C;G;;C;B;A;D;B;D;1;A;A;B;B;B;B;A;A;B;30;C
4837008793;A;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4836983844;A;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4836968517;A;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4836954226;A;A;A;6;1;1;1;3;1;3;GoogleMaps;4;5;5;4;5;4;1;1;2;7;6;6;5;5;4;6;4;4;4;5;6;4;6;5;5;5;5;3;3;3;7;5;5;5;5;4;5;3;4;4;5;4;6;4;5;6;4;4;4;2;6;2;5;5;5;5;5;5;4;4;3;5;5;6;4;4;4;4;4;4;4;3;3;4;2;3;1;5;4;4;4;4;3;2;2;2;2;3;3;3;4;3;3;1;4;5;4;5;5;5;5;1;1;2;1;6;6;1;1;1;2;1;2;4;1;D;B;D;D;B;E;B;B;A;A;A;1;B;B;D;B;B;B;A;A;A;1;C
4836947669;A;A;A;6;1;6;6;1;1;6;GoogleMaps;6;5;5;5;3;7;3;3;5;6;6;6;6;6;6;6;6;5;6;6;7;6;6;6;5;5;6;6;6;6;7;6;5;5;6;5;5;4;5;5;5;5;4;3;2;3;4;4;4;4;4;7;5;6;5;4;6;5;6;6;5;5;5;5;5;4;3;4;4;4;4;6;6;7;1;1;1;1;3;2;3;3;4;3;4;4;4;4;4;4;4;5;5;4;6;6;6;5;4;5;4;1;1;1;7;5;1;2;1;1;1;1;1;4;3;C;A;B;D;B;C;A;A;E;D;C;7;C;A;D;A;B;B;A;A;B;50;C
4836947176;A;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4836940162;A;A;A;4;1;2;6;2;1;4;Offi;5;5;5;2;6;5;1;1;1;5;4;5;6;6;6;6;5;5;4;4;6;6;6;6;6;6;6;5;3;3;5;6;6;6;1;4;6;4;4;6;6;6;4;1;1;6;1;5;5;5;5;5;6;6;6;6;6;6;6;6;6;4;6;6;4;5;4;4;1;4;4;6;5;6;1;1;1;4;4;4;4;4;4;2;4;4;1;1;1;1;1;1;1;1;6;6;6;5;5;5;5;1;1;6;6;7;2;2;1;1;3;1;3;4;1;F;A;D;F;A;F;A;G;G;G;H;0;A;G;E;A;B;B;A;A;A;0;C
4836936950;A;A;A;1;1;1;1;1;1;2;GoogleMaps;2;5;5;3;5;2;2;2;5;4;4;3;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4836935795;A;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4836931631;A;A;A;2;1;7;3;3;1;3;Andere Mobilitäts-App hinzufügen;7;6;7;3;6;6;3;7;5;6;6;6;7;7;7;7;7;7;5;5;6;6;6;6;7;7;7;4;2;4;5;7;7;7;7;4;4;4;4;5;5;3;7;2;5;5;5;7;7;7;5;6;6;6;3;5;7;5;6;5;7;7;6;7;2;2;2;1;2;1;1;6;5;5;4;5;4;4;4;4;4;5;1;1;5;2;4;4;3;2;5;4;5;2;5;7;7;5;5;4;1;1;1;1;7;1;2;5;1;1;1;1;1;3;3;B;B;C;B;B;A;A;A;C;D;C;5;A;A;B;A;B;B;A;B;B;10;C
4836920670;A;A;B;3;2;6;5;5;5;4;Offi;5;3;3;4;2;2;4;4;3;4;4;3;3;4;3;3;3;4;3;3;3;3;4;3;4;4;3;3;4;5;3;4;4;4;5;3;4;3;3;4;5;4;3;4;3;3;3;4;4;4;3;4;4;4;5;4;3;4;3;4;4;3;4;3;3;3;4;4;3;3;3;3;4;3;3;3;3;3;3;2;2;2;2;2;2;2;1;2;2;3;2;2;2;4;3;3;5;3;3;3;3;3;4;2;2;7;2;1;1;1;2;3;2;4;3;B;A;C;B;B;B;A;A;C;C;D;5;A;E;B;B;B;B;A;A;A;10;C
4836914591;A;A;A;3;1;2;6;1;1;6;Offi;6;5;5;3;5;7;4;7;6;7;7;7;7;6;7;7;7;6;6;4;6;7;6;6;5;6;6;5;4;5;6;7;7;6;4;5;5;5;3;4;4;4;7;6;6;6;7;7;5;6;5;6;6;6;5;6;7;6;6;7;5;6;6;6;4;3;5;4;4;4;4;3;1;3;5;5;4;6;4;4;4;4;3;3;2;3;3;1;2;2;3;4;4;2;5;5;5;4;5;5;5;5;1;1;7;1;2;2;1;1;3;1;1;5;4;B;B;D;C;B;A;A;A;B;B;C;7;B;B;F;A;B;B;B;B;B;5;C
4836904221;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4836883981;A;A;A;7;1;3;7;6;1;6;Karten;6;5;5;4;5;7;5;3;7;6;6;6;6;6;6;6;6;5;7;2;7;7;7;5;5;6;6;6;5;5;7;4;5;5;5;7;6;4;6;3;5;3;6;4;4;6;4;5;4;4;4;5;7;6;6;6;7;7;7;7;5;7;6;6;4;4;7;4;7;5;7;1;2;3;1;2;1;5;4;4;4;3;2;2;2;4;2;4;4;2;5;4;5;3;6;6;6;5;5;5;5;1;1;4;6;1;6;2;1;1;2;2;2;4;3;C;A;C;D;B;B;A;A;C;D;C;6;A;A;B;A;B;B;B;B;A;10;C
