UserID;FIL1;FIL2;FIL3;USE.MA;USE.CS;USE.PT;USE.RP;USE.LO;USE.RS;USE.ALL;MS;USE.MS;QUAL.MS;USE1;USE2;USE3;USE4;USE5;USE6;USE7;UI1;UI2;UI3;SAT1;SAT2;SAT3;LOY1;LOY2;LOY3;PE1;PE2;PE3;PE4;PE5;EE1;EE2;EE3;EE4;SI1;SI2;SI3;SI4;FC1;FC2;FC3;FC4;HM1;HM2;HM3;HM4;PV1;PV2;PV3;HT1;HT2;HT3;HT4;HT5;IND1;IND2;IND3;IND4;IND5;MRE1;MRE2;MRE3;MRE4;FLE1;FLE2;FLE3;FLE4;REL1;REL2;TIM1;TIM2;COS1;COS2;DRI1;DRI2;DRI3;DRI4;DRI5;OCC1;OCC2;OCC3;SUP1;SUP2;SUP3;SUP4;OPT1;OPT2;OPT3;OPT4;INN1;INN2;INN3;INN4;DIS1;DIS2;DIS3;DIS4;INS1;INS2;INS3;INS4;INE1;INE2;INE3;EXP1;EXP2;EXP3;EXP4;EXP5;EXP6;MPT1;MPT2;MPT3;MPT4;MPT5;MPT6;MPW1;MPW2;MPW3;MPW4;MPW5;MPW6;SOC1;SOC2;SOC3;SOC4;SOC5;SOC6;MOS1;MOS2;MOS3;MOS5;MOS4;MOS6;MOS7;MOS8;MOS9;MOE1;MOE2;MOE3;MOE4;MOE5;MOE6;DTWmax;OPT_mean;INN_mean;DIS_mean;INS_mean;DTW;AWCD;TRI;MPT;TRI_group
4838172237;A;A;A;4;2;4;4;1;1;5;GoogleMaps;5;5;5;6;2;6;5;7;3;6;6;7;7;6;7;7;6;6;6;5;6;6;5;3;5;5;5;5;5;7;6;5;3;5;6;4;5;2;3;5;5;3;3;2;3;3;5;5;3;5;5;5;6;5;5;6;6;7;5;6;5;5;5;5;3;3;7;6;6;2;6;2;1;5;2;2;1;5;2;4;2;3;2;1;1;2;1;4;5;5;2;4;5;1;6;3;5;5;4;3;3;4;5;3;7;3;2;2;1;1;3;2;2;5;1;G;A;C;F;A;B;B;G;G;G;H;0;A;G;E;A;B;A;A;B;A;0;27426;42491;27454;3;0;0;2375;D;2
4838169262;A;A;A;6;4;7;4;6;6;6;Car2Go;6;3;2;2;2;3;3;2;4;4;3;2;4;2;3;4;3;2;2;3;4;3;4;3;4;3;2;5;4;2;3;2;3;1;2;4;4;4;2;3;3;3;3;2;3;2;1;2;2;4;1;2;4;2;3;1;5;4;5;5;4;6;7;7;7;7;5;5;3;7;7;7;6;6;6;6;5;7;4;4;3;5;2;4;5;4;3;4;2;4;4;5;5;3;4;7;6;4;4;2;3;1;1;4;3;6;5;3;6;3;1;2;2;4;1;B;A;D;D;A;B;A;D;D;D;C;5;C;C;C;A;A;A;A;A;A;30;4;27454;45717;45748;15;150;30625;A;1
4838167560;A;A;A;4;1;3;3;1;2;4;GoogleMaps;5;6;4;3;7;6;3;3;4;7;7;7;6;6;6;7;5;5;6;4;6;6;6;6;6;6;6;4;4;4;4;6;6;6;5;4;6;4;4;6;6;6;6;2;3;6;4;4;5;4;3;4;4;6;4;5;5;6;5;6;5;5;6;5;2;2;2;2;2;3;2;3;4;7;3;5;2;5;4;3;4;4;4;4;5;4;2;2;1;2;5;4;4;3;7;7;6;5;5;5;5;1;1;4;3;7;4;2;1;1;2;1;2;4;3;C;A;B;D;A;C;A;A;D;C;D;1;B;A;C;B;B;B;A;A;A;30;27454;45748;27395;4;15;150;35625;A;4
4838167423;A;A;A;6;2;4;4;2;1;6;GoogleMaps;6;5;5;5;5;6;7;2;6;7;4;7;6;6;6;7;5;5;3;4;5;4;5;6;4;6;6;4;4;4;6;6;7;6;4;4;6;3;3;7;6;6;5;3;3;6;2;6;5;5;5;6;5;5;5;6;6;5;6;6;5;6;5;4;1;2;2;1;1;1;1;3;2;5;1;1;1;6;3;3;3;3;3;2;5;5;2;2;4;3;4;3;3;2;7;6;6;5;5;5;5;5;5;7;4;2;2;2;1;2;2;1;2;3;3;C;A;D;D;B;E;A;A;B;A;B;1;B;A;C;B;B;A;A;B;A;5;3;27454;27426;3;42492;25;45717;C;1
4838163906;A;A;A;6;1;5;1;1;1;6;GoogleMaps;6;6;2;1;6;5;1;1;5;1;1;5;5;5;5;5;4;5;6;2;6;4;6;4;5;5;5;5;4;5;4;5;5;4;7;5;5;6;5;5;5;5;4;4;4;3;2;5;5;4;5;5;5;5;4;6;5;6;6;6;7;7;5;6;4;1;4;4;4;4;5;4;3;7;2;5;1;4;4;3;4;3;1;1;1;1;3;3;4;5;5;4;3;3;7;6;7;4;1;5;1;1;1;2;7;1;2;1;1;2;1;1;1;4;3;C;B;B;H;B;B;A;G;G;G;H;0;C;G;E;A;B;B;B;B;B;0;42493;1;27454;27454;0;0;45689;D;2
4838162822;A;A;A;5;1;3;5;1;1;4;App des lokalen Verkehrsverbundes;4;6;5;5;4;4;2;4;4;5;5;5;5;5;5;5;6;6;4;4;6;6;6;7;7;7;7;4;4;4;5;5;6;4;4;6;6;4;6;4;6;5;6;4;4;6;5;5;6;6;5;6;5;5;4;5;6;6;4;6;4;5;4;4;4;4;4;4;4;4;3;4;4;3;1;4;1;5;5;4;4;3;3;2;5;4;2;2;2;2;2;1;2;3;6;5;5;5;5;5;5;2;1;3;3;5;1;1;1;1;2;1;1;2;1;G;A;A;F;A;A;A;G;G;G;D;0;A;A;F;B;B;B;A;A;A;0;4;42493;2;2;0;0;3875;E;4
4838162085;A;A;A;6;7;1;5;1;3;7;Car2Go;6;5;6;6;5;4;6;5;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;6;6;6;6;6;6;6;5;5;6;5;5;7;7;5;4;5;7;7;5;4;3;6;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;2;7;7;3;3;3;3;7;2;4;3;7;2;2;7;4;5;4;4;2;2;4;3;2;2;2;3;2;2;3;2;7;7;7;5;5;5;5;5;5;7;7;5;6;4;1;1;4;4;5;5;5;C;A;D;D;B;C;A;A;B;B;B;6;A;A;B;B;B;A;A;A;A;5;45748;27426;45689;45689;42492;25;3625;A;4
4838161461;A;A;A;7;4;7;5;5;6;7;DB Navigator;7;5;6;6;2;7;7;6;7;7;7;7;6;6;6;7;7;7;7;7;7;7;7;7;6;5;6;6;2;3;3;4;4;3;3;5;6;6;5;7;7;7;5;4;4;5;6;7;7;7;6;6;4;5;5;5;6;4;6;4;5;5;6;6;6;6;3;5;4;4;5;2;1;3;2;5;2;6;4;4;3;4;4;5;5;5;3;2;4;2;3;2;3;2;4;6;5;5;5;5;3;1;1;7;7;7;7;4;4;2;3;2;3;5;5;E;A;B;D;B;C;B;A;D;D;C;7;A;B;D;A;B;B;A;B;A;30;27454;27485;27426;42492;15;150;38125;A;4
4838159115;A;A;A;6;2;2;5;2;3;4;GoogleMaps;6;3;6;5;5;6;3;3;6;7;6;7;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;4;4;4;5;6;6;6;4;5;6;5;5;6;6;6;6;4;6;6;5;7;6;5;7;7;5;6;6;6;6;6;6;6;5;6;6;6;5;5;6;5;5;5;5;5;6;5;4;4;4;5;4;4;4;4;3;4;4;5;3;3;4;4;3;4;4;4;6;6;6;5;5;5;5;1;1;5;2;7;2;1;1;1;3;4;1;4;1;F;A;B;F;B;C;B;B;B;A;D;1;A;A;D;B;B;B;A;A;A;5;4;4;42493;27454;42492;25;31875;E;1
4838158055;A;A;A;5;2;2;2;1;2;6;GoogleMaps;5;5;5;4;5;6;6;4;6;7;7;7;7;6;6;7;6;6;6;6;6;6;6;3;4;4;5;5;5;5;5;5;5;4;6;4;5;3;3;5;5;5;4;3;3;5;4;5;6;6;6;6;6;5;5;6;5;6;4;6;5;6;7;6;5;6;5;5;4;4;5;2;4;6;2;4;2;4;3;4;3;4;2;2;3;2;2;3;2;4;3;3;4;4;5;6;5;5;5;5;5;5;5;7;3;7;4;2;1;2;3;3;2;3;3;E;B;D;D;B;E;A;A;A;A;B;1;A;A;B;B;B;A;A;A;A;1;42493;45689;27426;42493;0.5;5;2875;A;1
4838155047;A;A;A;2;1;4;1;1;1;1;App des lokalen Verkehrsverbundes;4;5;6;7;5;7;7;2;2;7;7;7;7;7;7;7;4;4;5;4;6;3;5;7;7;7;7;4;4;4;4;7;7;7;4;4;7;4;4;6;4;6;6;1;2;6;5;2;1;1;2;1;4;4;4;4;4;3;4;4;5;5;5;5;6;6;1;1;1;1;1;3;4;5;1;1;1;5;5;4;3;4;3;3;5;4;1;1;1;1;4;1;3;1;6;6;6;5;5;5;5;1;1;1;4;1;1;2;1;1;4;1;4;5;4;D;A;B;E;A;B;A;A;B;A;A;1;A;A;C;B;B;B;B;B;B;5;4;27454;1;45689;42492;25;4125;D;4
4838154768;A;A;A;6;1;5;6;2;1;6;GoogleMaps;6;6;7;3;6;6;2;3;5;7;1;7;7;7;7;6;6;6;6;3;6;6;6;6;6;5;6;2;2;2;6;7;6;6;3;5;6;3;5;6;6;6;5;2;2;5;3;6;5;6;3;6;5;6;5;5;6;6;5;6;6;6;6;5;2;3;5;5;5;5;5;3;5;2;5;5;5;5;4;2;4;2;4;4;5;4;2;2;3;2;3;4;4;2;5;6;5;5;5;5;5;1;1;1;4;7;6;1;1;1;1;5;1;4;1;C;B;D;E;B;F;B;B;C;A;D;3;A;B;D;B;B;B;A;A;A;10;3;45748;45689;45717;5;50;34375;B;3
4838152680;A;A;A;3;1;5;2;2;1;5;DB Navigator;6;4;3;2;5;5;3;3;5;5;6;5;5;5;5;6;5;5;5;4;5;5;5;5;5;5;5;1;1;4;4;6;5;6;4;6;6;6;6;3;3;3;4;1;1;4;1;5;5;4;3;5;4;5;4;5;3;3;5;5;3;3;4;4;4;3;5;5;4;2;5;4;4;5;2;4;1;4;4;3;4;4;2;2;4;4;2;4;4;4;4;4;4;2;5;5;4;5;5;5;5;1;1;2;4;6;1;1;5;2;2;1;1;3;1;G;A;B;F;B;D;B;A;C;B;D;0;C;G;E;B;B;B;A;A;B;10;27454;3;42493;42493;5;50;29375;E;1
4838118702;A;A;A;6;1;4;1;2;1;6;DB Navigator;6;3;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;6;6;6;6;6;6;5;5;6;6;6;5;6;5;6;6;6;6;6;6;6;4;4;6;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;6;6;5;6;6;6;6;6;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;6;6;6;5;5;5;5;2;1;1;7;3;6;2;1;1;5;3;5;5;5;B;B;D;D;A;A;A;A;C;B;C;7;A;B;D;A;B;B;A;B;B;10;4;4;4;4;5;50;3;D;1
4838115170;A;A;A;5;1;5;3;1;2;4;GoogleMaps;5;6;5;5;7;7;6;6;5;7;7;7;6;6;6;6;6;6;7;7;7;7;7;7;7;6;7;6;6;6;7;7;7;7;7;6;7;3;6;5;6;5;7;7;6;7;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;2;7;7;7;7;7;7;5;4;3;5;1;2;5;5;2;4;5;5;2;5;4;1;7;7;7;5;5;4;5;1;1;7;4;3;4;1;6;3;2;3;5;3;4;D;A;C;D;B;F;E;A;E;D;D;1;C;E;A;A;A;B;A;A;A;50;45748;45717;4;3;25;250;3125;C;1
4838102674;A;A;A;2;1;2;3;1;1;2;GoogleMaps;4;4;3;5;3;5;3;3;2;6;6;6;5;5;7;5;5;5;5;4;5;5;3;5;5;5;5;4;4;4;5;5;5;5;5;4;5;4;4;5;4;5;5;3;3;5;5;5;5;5;5;5;4;5;4;5;5;5;5;5;4;4;5;4;4;4;4;4;4;1;4;4;3;4;3;4;3;5;3;4;4;4;4;4;4;4;2;3;3;3;4;3;3;2;4;5;4;5;5;5;5;1;1;5;2;6;6;1;1;2;2;2;3;3;3;C;B;C;E;B;F;B;B;D;B;D;1;A;A;C;B;B;B;A;A;A;30;27454;4;27426;3;15;150;42493;B;3
4838101442;A;A;A;7;1;4;3;2;1;7;Scout Route;7;7;7;2;6;7;5;6;6;7;7;7;7;7;7;7;7;7;7;6;7;7;7;6;6;6;6;3;4;3;5;7;7;7;7;4;7;4;5;7;7;7;7;7;7;7;7;3;7;6;7;7;7;7;6;7;3;4;4;2;4;7;5;7;3;2;3;3;1;1;5;1;1;1;1;3;1;7;3;4;3;4;2;2;2;2;3;4;4;4;4;4;3;2;6;5;6;5;5;5;5;1;1;3;4;7;5;2;1;1;2;2;2;4;3;E;B;D;D;B;F;B;B;B;A;D;1;B;A;D;B;A;B;A;A;A;5;42493;2;27454;45717;42492;25;2625;B;2
4838086480;A;A;A;2;1;4;2;1;1;4;App des lokalen Verkehrsverbundes;4;5;4;5;5;5;3;3;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;3;5;5;5;5;4;5;3;5;3;3;4;4;4;5;3;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;4;4;4;4;4;4;4;4;5;3;5;3;4;3;5;2;3;2;2;2;2;4;2;2;3;2;4;4;4;4;3;5;5;5;5;5;5;5;1;1;2;4;1;1;1;1;1;1;1;2;4;3;E;A;B;E;B;B;A;A;C;A;A;1;B;A;F;A;B;B;B;B;A;10;45689;42492;27426;27454;5;50;25625;D;2
4838072249;A;A;A;7;1;7;7;1;1;7;Offi;7;6;6;6;2;5;4;4;6;6;6;6;7;7;7;6;6;6;7;6;6;7;6;6;6;6;6;5;6;5;6;7;7;5;6;6;6;5;6;5;6;6;6;5;4;6;6;6;6;6;6;7;7;7;7;7;6;7;6;6;6;7;6;6;4;4;4;4;5;6;4;2;2;2;4;6;4;4;4;3;4;3;3;3;5;4;3;3;3;2;3;2;4;3;6;7;6;5;5;5;5;1;1;4;7;1;4;4;1;1;2;1;1;4;4;B;A;A;D;B;B;A;A;D;E;C;7;A;A;B;A;B;B;B;B;A;30;42493;27454;27426;3;15;150;3375;A;3
4838068786;A;A;A;7;2;7;6;6;6;6;GoogleMaps;7;6;6;6;2;6;5;7;5;7;5;7;7;7;6;7;6;6;7;7;7;7;7;6;5;6;6;5;5;5;6;7;6;6;5;6;6;5;5;4;5;6;3;3;4;6;5;6;7;6;6;6;7;6;7;6;7;6;7;7;5;7;5;6;3;4;4;4;4;5;5;4;4;4;5;4;2;5;3;4;4;4;4;4;5;4;3;3;4;3;5;4;5;4;5;5;5;5;5;5;5;5;4;2;7;4;6;4;1;1;2;1;2;5;4;C;A;D;D;A;C;A;A;A;A;F;1;C;A;B;A;B;A;A;A;B;1;27454;45748;45717;42494;0.5;5;30625;A;1
4838060658;A;A;A;4;1;6;7;1;1;6;Offi;7;6;6;3;6;6;2;6;3;7;6;6;6;6;7;7;5;6;5;4;6;6;4;7;6;7;6;4;4;4;5;5;6;6;4;3;5;2;5;4;4;4;5;3;3;5;5;6;6;5;6;5;4;5;4;5;5;5;6;5;5;5;5;5;4;4;3;4;4;2;4;5;4;3;1;1;1;4;2;4;3;2;2;1;4;3;2;2;3;4;4;4;5;5;5;5;5;5;5;5;5;1;1;1;7;1;5;1;1;1;2;1;1;5;2;B;B;B;E;B;B;A;A;D;C;C;7;A;B;F;A;B;B;A;A;A;30;27426;42492;27426;42494;15;150;42492;D;2
4838058189;A;A;A;5;1;2;5;1;1;4;Michelin Route;4;7;5;5;5;6;2;2;5;6;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;5;6;4;4;4;4;6;6;4;4;5;6;4;6;4;4;4;4;2;4;4;4;4;6;4;5;6;5;6;5;6;6;6;6;6;4;6;4;5;4;4;4;4;4;4;4;4;4;4;1;4;1;4;3;3;3;3;1;1;4;1;3;3;4;3;4;3;3;3;4;6;6;5;5;5;5;1;1;2;2;7;4;1;1;1;2;1;1;5;3;D;B;B;E;B;B;A;A;D;B;D;2;A;A;D;B;B;B;A;A;A;30;3;27395;45717;45717;15;150;25625;B;2
4838048524;A;A;A;3;2;1;1;2;1;3;GoogleMaps;2;6;1;2;5;7;5;2;3;5;4;5;6;6;6;6;6;6;5;6;6;5;5;7;4;5;4;3;2;2;5;7;7;5;5;5;4;4;4;5;5;6;5;5;3;4;5;5;6;5;5;5;6;5;5;6;5;6;5;4;5;5;5;5;4;6;5;5;3;3;5;4;3;2;2;4;2;5;4;4;4;3;3;2;5;4;2;2;2;3;3;5;4;3;4;5;5;5;5;5;5;1;4;5;2;7;1;1;3;2;2;1;2;3;3;D;A;D;D;B;F;B;B;D;C;D;2;A;A;C;B;B;A;A;A;A;30;27454;42493;45689;27454;15;150;33125;E;3
4838044218;A;A;A;6;1;1;6;4;1;6;Offi;6;7;7;7;1;7;2;7;7;7;7;7;7;7;7;7;7;7;7;4;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;4;7;4;7;7;7;7;7;4;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;1;1;6;6;6;4;6;1;1;1;7;7;1;7;5;5;5;5;4;3;5;5;1;1;1;1;2;1;1;1;7;7;7;5;5;5;5;1;1;6;7;1;1;3;1;1;1;1;1;4;3;A;B;C;C;B;A;B;A;D;D;C;7;C;B;A;A;B;B;B;B;A;30;5;45748;1;45658;15;150;27485;C;4
4838041330;A;A;A;4;2;3;3;2;1;3;Karten;4;5;6;6;6;5;5;5;5;5;5;5;6;6;6;7;7;7;6;6;6;6;6;7;7;6;6;6;5;7;6;7;7;7;7;6;6;6;6;5;6;4;5;5;5;6;6;6;6;6;6;6;6;6;6;5;6;5;6;6;6;7;6;6;6;6;5;5;5;5;5;5;5;5;6;6;6;6;3;3;4;3;3;4;4;3;3;4;4;5;4;5;4;3;6;6;6;5;5;5;5;5;5;6;3;5;5;2;1;2;2;1;2;2;2;E;A;D;D;B;F;A;A;C;C;B;2;A;A;C;B;B;A;A;A;A;10;45717;42493;4;4;5;50;26875;B;2
4838032403;A;A;A;2;1;3;2;1;1;3;App des lokalen Verkehrsverbundes;4;5;2;4;5;5;3;5;5;7;7;7;6;6;6;6;5;5;4;4;6;6;6;6;6;6;6;4;4;4;6;6;6;6;6;4;6;4;5;5;5;5;5;2;3;6;5;6;6;6;6;6;6;6;5;6;6;5;5;5;5;5;5;6;4;4;7;7;7;6;7;3;5;4;1;2;1;4;4;4;3;4;1;1;4;3;2;2;2;3;2;1;3;4;5;6;6;5;5;5;5;1;1;1;4;7;1;2;1;2;1;1;1;2;1;F;B;A;F;A;A;A;G;G;G;H;0;A;G;E;B;A;B;A;A;B;0;27454;45689;45689;42492;0;0;33125;E;3
4838030641;A;A;A;5;2;3;3;3;2;4;GoogleMaps;5;6;6;5;2;5;5;5;5;6;5;5;6;6;6;7;6;6;6;6;6;5;5;7;6;6;6;6;6;7;6;7;7;7;7;7;7;7;7;6;7;7;6;6;6;6;6;7;7;7;7;7;7;7;7;7;7;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;4;4;4;4;4;4;1;1;1;1;3;3;3;3;6;6;6;5;5;5;5;5;5;3;3;7;2;3;3;2;2;4;2;4;3;C;A;D;D;B;E;A;A;D;B;D;2;B;B;C;B;B;A;A;A;A;30;4;4;1;3;15;150;4;E;4
4837954432;A;A;A;4;1;6;1;1;6;4;BlablaCar;6;5;6;6;6;4;7;7;7;6;6;6;6;6;5;7;7;7;6;3;5;6;6;3;4;3;5;3;3;3;6;1;3;3;3;5;5;5;5;4;1;4;5;1;1;1;3;4;6;3;6;6;6;6;6;5;7;7;5;4;6;6;6;6;4;4;5;6;4;5;5;7;4;2;6;6;1;6;3;3;3;3;1;1;1;1;4;2;1;4;3;3;3;3;5;5;5;5;5;5;4;1;1;7;7;2;6;4;3;1;2;3;1;1;5;E;A;A;D;A;B;B;A;C;C;C;7;B;A;A;A;B;B;A;B;A;10;3;1;27426;3;5;50;25625;A;2
4837945674;A;A;A;7;6;7;7;6;2;6;GoogleMaps;7;5;6;6;5;6;5;6;6;7;6;6;6;6;7;6;6;7;6;7;6;6;6;6;6;6;6;4;6;6;5;6;6;6;7;5;6;5;4;6;6;5;6;5;4;5;5;6;6;6;6;6;7;6;6;6;7;7;7;7;5;5;6;6;6;6;7;7;7;7;7;2;2;2;6;4;4;6;5;5;5;5;3;4;4;5;3;2;4;3;4;3;3;3;7;7;7;5;5;5;5;5;5;5;7;7;3;3;2;2;3;4;4;5;4;C;B;D;D;B;C;A;A;D;D;G;7;A;A;B;A;B;A;A;A;A;30;5;4;3;45717;15;150;36875;A;4
4837926668;A;A;A;1;1;1;1;1;1;1;GoogleMaps;4;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;5;5;4;5;1;1;1;2;7;6;1;1;1;1;3;1;4;4;C;B;C;D;B;C;B;B;C;B;D;1;A;A;D;B;B;B;A;A;A;10;3;3;3;3;5;50;3;B;1
4837906608;A;A;A;7;2;6;4;4;3;7;GoogleMaps;7;5;6;5;3;6;5;5;6;6;4;6;7;6;6;7;6;6;6;5;6;7;6;6;6;6;6;4;4;4;6;6;6;6;6;5;6;5;5;5;5;4;6;6;4;6;6;7;6;6;6;6;5;6;6;6;6;6;6;7;6;5;5;6;6;6;4;4;4;4;4;3;3;2;2;5;4;6;4;4;4;4;4;3;4;3;1;2;2;2;4;3;3;3;3;6;5;5;5;5;5;5;4;5;7;2;4;2;1;1;3;2;3;5;3;B;B;B;E;B;B;A;A;D;C;C;5;A;A;B;A;B;B;A;B;A;30;4;42493;27395;45717;15;150;3625;C;4
4837888002;A;A;A;7;7;7;7;6;7;7;nextbike;7;5;5;4;2;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;6;4;6;4;4;4;5;5;4;6;6;5;5;5;5;5;5;5;4;4;5;4;5;4;5;5;4;5;5;5;4;5;5;5;5;4;5;4;5;5;4;5;5;4;5;4;5;4;4;5;5;4;4;4;3;3;3;3;3;2;4;4;3;3;2;3;3;4;3;4;4;5;4;4;4;4;6;5;6;5;6;6;2;2;2;1;2;2;C;A;C;D;A;D;A;C;C;B;D;7;B;B;B;A;A;A;A;A;A;10;27454;3;45717;27426;5;50;31875;A;1
4837850289;A;A;A;3;1;1;1;1;1;1;GoogleMaps;3;5;3;3;7;5;1;1;1;5;5;5;5;5;5;6;6;6;4;3;6;5;6;5;5;5;6;4;4;4;5;6;6;5;5;5;5;4;5;5;5;5;4;1;1;5;5;5;4;4;4;6;5;6;5;6;6;6;6;6;5;5;5;6;4;4;4;4;4;4;4;7;7;7;1;4;1;5;5;3;5;5;4;4;5;4;3;4;5;5;4;4;4;1;5;5;5;5;5;5;5;1;1;4;1;5;2;1;1;1;1;1;1;3;2;E;B;B;E;B;C;A;A;D;B;D;1;A;A;D;B;B;B;A;A;A;30;42494;45748;45748;45717;15;150;33125;E;3
4837772988;A;A;A;7;5;7;7;1;1;7;App des lokalen Verkehrsverbundes;7;6;6;6;3;6;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;6;6;6;6;6;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;4;4;4;4;4;4;4;4;4;4;2;3;4;3;4;6;5;5;5;5;5;1;1;7;7;1;2;1;1;3;5;1;5;5;5;D;A;C;E;A;B;B;A;D;D;G;7;B;B;F;A;B;B;B;B;A;30;4;4;4;3;15;150;45717;C;1
4837500089;A;A;A;4;1;6;1;1;1;7;App des lokalen Verkehrsverbundes;7;6;7;7;1;7;1;7;7;7;1;7;7;7;7;1;7;7;7;1;7;7;7;7;7;7;1;1;1;1;6;7;7;7;7;7;7;5;7;7;7;4;7;7;7;7;7;1;7;1;7;7;7;7;7;7;7;7;7;7;7;5;7;7;1;1;1;1;4;1;1;1;1;1;1;7;1;7;1;1;5;3;5;1;2;5;1;1;3;5;3;5;5;5;7;7;7;5;5;5;5;1;1;7;5;1;5;1;1;1;2;1;2;4;4;C;B;A;D;A;B;B;B;C;C;B;6;A;A;D;B;B;B;A;B;A;10;42492;45717;42492;42494;5;50;26875;C;2
4837390314;A;A;A;3;1;3;1;1;1;3;GoogleMaps;3;4;2;3;5;7;2;2;3;4;4;6;5;6;4;6;6;6;5;1;6;2;5;4;5;5;6;1;1;1;5;7;6;5;5;4;6;5;5;4;4;4;3;1;1;5;6;4;6;4;3;6;4;6;4;4;4;6;5;5;4;5;5;4;2;1;2;2;2;2;2;6;5;7;2;3;1;4;4;2;4;3;2;1;3;3;3;2;2;4;4;4;2;5;3;7;3;5;5;5;5;1;1;4;6;1;1;2;1;5;2;2;2;5;4;D;B;B;D;B;C;A;A;B;B;C;2;A;A;B;A;A;B;B;B;A;5;45717;45689;27426;27454;42492;25;27426;C;2
4837306682;A;A;A;4;1;3;1;1;1;1;Karten;4;4;3;3;3;5;1;1;1;5;4;5;5;4;5;5;3;5;5;4;5;5;5;5;4;4;5;4;4;4;5;4;5;4;5;4;4;4;4;3;4;4;3;4;4;4;4;3;3;3;3;3;4;5;3;4;5;5;4;5;4;4;4;4;3;3;1;1;1;1;1;3;5;3;1;1;1;1;4;3;4;4;1;1;3;2;2;3;2;2;2;2;2;2;4;4;4;5;5;5;5;1;1;1;6;1;2;2;1;1;2;1;1;2;1;G;B;C;F;A;A;A;G;G;G;H;0;B;G;E;A;A;B;B;B;B;0;27454;27395;45689;2;0;0;33125;D;3
4837261728;A;A;A;2;1;5;2;1;1;4;Touch and Travel;3;6;6;3;2;7;6;6;7;7;7;7;7;7;7;7;6;7;5;5;6;7;7;7;7;7;7;5;5;5;4;7;7;7;5;6;6;4;5;7;7;7;7;5;5;7;7;5;5;5;7;7;7;7;7;7;7;7;7;7;6;6;6;6;6;4;5;4;4;1;4;1;2;1;4;4;4;5;5;4;4;4;4;5;5;4;1;3;1;3;3;3;3;3;6;6;5;5;5;5;5;1;1;4;3;6;6;1;1;1;2;3;2;5;1;F;B;D;F;B;D;A;G;G;G;H;0;B;G;E;B;B;B;A;A;A;0;45748;42494;2;3;0;0;39375;B;4
4837256013;A;A;B;3;1;2;3;1;1;3;GoogleMaps;4;4;3;4;5;7;4;5;3;5;5;5;4;5;4;5;4;4;2;2;3;3;2;5;4;4;4;4;1;2;4;6;6;4;7;4;4;4;4;5;5;5;4;2;1;4;3;4;4;3;1;5;4;3;3;3;4;3;4;4;2;3;3;3;3;1;1;1;1;1;1;6;6;7;1;1;1;3;3;2;1;3;2;2;3;3;3;5;5;5;5;4;5;5;7;7;7;5;5;5;5;1;1;1;2;7;1;1;1;1;2;1;2;4;4;F;B;D;D;B;D;A;A;D;C;D;1;A;A;D;B;B;B;A;A;B;30;45689;42492;42494;27485;15;150;1875;E;2
4837251674;A;A;A;3;1;4;4;2;2;4;App des lokalen Verkehrsverbundes;4;5;7;7;2;7;2;7;7;7;4;7;7;7;7;1;7;7;7;6;7;7;7;7;7;7;7;4;3;4;4;7;7;3;4;7;7;7;7;5;6;7;7;3;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;6;7;7;7;4;7;7;7;7;4;7;2;1;2;4;5;4;6;4;4;3;4;4;3;5;5;1;1;1;2;2;3;2;1;7;7;7;5;5;5;5;1;1;1;4;1;1;2;1;1;2;1;1;2;1;D;B;B;G;B;B;A;G;G;G;H;0;A;G;E;B;B;B;B;B;B;0;27454;45748;45658;2;0;0;41875;D;4
