Location[0]	Station-No.[1]	GeoX[2]	GeoY[3]	North[4]	East[5]	VehicleCount[6]	OpenParkingSpots (used only for onewaycarsharing)[7]	
11377	11377	4590016.539411068	5818364.476872907	-	-	1	
10696	10696	4577333.213026139	5813696.03456315	-	-	1	
9639	9639	4595126.43212462	5830892.743655651	-	-	1	
1751	1751	4595545.169357857	5810159.615070691	-	-	1	
1569	1569	4608234.108448655	5823312.400948376	-	-	1	
11126	11126	4589142.610063717	5814319.839358547	-	-	1	
3138	3138	4614300.767181082	5823053.049635272	-	-	1	
11282	11282	4586737.546067155	5819081.651847111	-	-	1	
1231	1231	4589824.481430582	5820926.646983542	-	-	1	
6519	6519	4589518.509162803	5817559.897427824	-	-	1	
1740	1740	4580081.436017993	5815469.142409757	-	-	1	
1546	1546	4595958.443541213	5815464.75748648	-	-	1	
2278	2278	4589728.665730797	5817797.171102544	-	-	1	
762	762	4588256.737508597	5812084.761741505	-	-	1	
6098	6098	4606155.820310916	5824383.492597398	-	-	1	
176	176	4589543.017067471	5821807.541897912	-	-	1	
1644	1644	4606072.383031514	5819783.992314796	-	-	1	
7177	7177	4590609.435691754	5821122.618742502	-	-	1	
11841	11841	4601205.377279426	5820438.749719836	-	-	1	
5705	5705	4607318.094961914	5845635.350926424	-	-	1	
11847	11847	4597050.307473618	5809994.027373722	-	-	1	
9453	9453	4597129.901533805	5816335.250220033	-	-	1	
4822	4822	4588666.522001244	5833938.744843522	-	-	1	
3733	3733	4581416.55708351	5837135.070726192	-	-	1	
587	587	4612441.531168322	5813550.030132553	-	-	1	
127	127	4571904.01784656	5825794.266884109	-	-	1	
8470	8470	4576614.333036362	5823900.743077275	-	-	1	
291	291	4600659.745641228	5811174.63215383	-	-	1	
5753	5753	4600055.086231481	5815463.130460089	-	-	1	
159	159	4585171.0770856375	5815260.34366004	-	-	1	
4529	4529	4598299.368448224	5795305.920125345	-	-	1	
1646	1646	4590685.565278002	5818736.3481642455	-	-	1	
2191	2191	4600631.008178809	5825389.712473659	-	-	1	
5396	5396	4607852.078433988	5832587.036251043	-	-	1	
10644	10644	4609904.273007122	5823613.138149139	-	-	1	
8918	8918	4569498.510255665	5814460.404169443	-	-	1	
2699	2699	4598603.778138403	5820987.439665083	-	-	1	
7504	7504	4594987.840212956	5821226.151220382	-	-	1	
5230	5230	4662680.426047373	5736314.838982793	-	-	1	
4625	4625	4600523.678406709	5820605.723616107	-	-	1	
7287	7287	4594086.020074039	5827016.17127966	-	-	1	
1255	1255	4586083.218292625	5824307.277585886	-	-	1	
1313	1313	4599721.238521646	5823517.7621834455	-	-	1	
1875	1875	4598143.35704343	5821582.982391671	-	-	1	
1677	1677	4596344.447890248	5816918.045846852	-	-	1	
10252	10252	4605367.48431914	5813247.480246993	-	-	1	
825	825	4584153.681054155	5826953.097496016	-	-	1	
2657	2657	4589203.784840727	5817189.17642196	-	-	1	
8937	8937	4607339.77173033	5813107.2942436505	-	-	1	
7176	7176	4605132.650821594	5837279.261986787	-	-	1	
8273	8273	4615710.315997503	5830351.412007169	-	-	1	
11526	11526	4596238.087189841	5828996.424824549	-	-	1	
4747	4747	4599280.462880131	5815351.292274637	-	-	1	
10281	10281	4586663.480327227	5824536.946563257	-	-	1	
12109	12109	4569685.586544104	5823027.978056513	-	-	1	
10456	10456	4587938.135102144	5829479.992706519	-	-	1	
10157	10157	4578016.593935673	5825931.565652479	-	-	1	
7133	7133	4614576.2303528255	5812363.099839385	-	-	1	
11475	11475	4599935.994241911	5821830.085098512	-	-	1	
9576	9576	4594739.796613408	5823730.941169743	-	-	1	
6005	6005	4602345.894060157	5844170.867556969	-	-	1	
6610	6610	4599897.838397388	5824932.620041218	-	-	1	
3789	3789	4569155.645269766	5810884.956156507	-	-	1	
4954	4954	4589031.253645177	5818221.634017592	-	-	1	
2137	2137	4567594.257154058	5825382.938262263	-	-	1	
1269	1269	4523029.277603209	5849654.211703129	-	-	1	
4514	4514	4580300.791052553	5778085.807491657	-	-	1	
4056	4056	4574011.111542951	5805996.734925978	-	-	1	
7740	7740	4590689.313177133	5812006.987718368	-	-	1	
8340	8340	4593016.84754259	5808745.234452708	-	-	1	
9520	9520	4603622.131411669	5828477.215801122	-	-	1	
10647	10647	4592755.910190672	5827596.65429179	-	-	1	
2500	2500	4593087.20945344	5811386.495314628	-	-	1	
4310	4310	4683279.361344617	5764701.66972536	-	-	1	
8672	8672	4605550.565772732	5826982.70449637	-	-	1	
4006	4006	4539240.5790717155	5873565.481143639	-	-	1	
2298	2298	4589284.756382215	5820099.706994405	-	-	1	
8907	8907	4607711.680595244	5820476.0860015685	-	-	1	
1648	1648	4599866.853846822	5810975.6829634085	-	-	1	
4444	4444	4591047.141565924	5801211.806678948	-	-	1	
4548	4548	4583504.244608694	5788409.67207917	-	-	1	
666	666	4590189.649470779	5820440.623414774	-	-	1	
637	637	4582098.825387871	5823836.5336402515	-	-	1	
11732	11732	4587183.822833862	5829609.183416403	-	-	1	
7428	7428	4603697.915921746	5824752.840134835	-	-	1	
1576	1576	4607779.626913309	5811489.302106691	-	-	1	
4488	4488	4608716.34773839	5825963.244709451	-	-	1	
10306	10306	4592069.899471182	5822633.116224357	-	-	1	
545	545	4602270.291238082	5818244.800305648	-	-	1	
8347	8347	4583190.779104186	5823978.1854101615	-	-	1	
3135	3135	4616429.70313874	5823869.150748982	-	-	1	
3452	3452	4582547.55907849	5842207.204773781	-	-	1	
8554	8554	4589082.263343153	5822438.892113616	-	-	1	
9817	9817	4603456.2940282	5808678.933764883	-	-	1	
6789	6789	4599112.952995345	5822605.824125704	-	-	1	
6426	6426	4603874.402734602	5819598.740887816	-	-	1	
11216	11216	4600971.392962489	5819292.576389837	-	-	1	
10464	10464	4588782.931027927	5822129.353195589	-	-	1	
7501	7501	4596871.07975938	5821198.306451048	-	-	1	
2009	2009	4565640.320987189	5840106.628894301	-	-	1	
8586	8586	4611872.292614385	5791238.479138324	-	-	1	
12136	12136	4583268.696263886	5825325.013109283	-	-	1	
2949	2949	4599947.626497306	5812320.967829047	-	-	1	
3679	3679	4582846.655981117	5851802.8209719	-	-	1	
11468	11468	4595659.754293765	5824295.176207258	-	-	1	
11812	11812	4597356.294681443	5816826.199960194	-	-	1	
954	954	4577652.561979416	5825778.7510512415	-	-	1	
11989	11989	4591294.357338196	5813519.015349443	-	-	1	
7367	7367	4612328.553599078	5815806.1043281695	-	-	1	
11848	11848	4580024.577562298	5824092.270974153	-	-	1	
7572	7572	4603391.339877815	5829759.702664804	-	-	1	
2045	2045	4585216.087293738	5821879.969280727	-	-	1	
4939	4939	4591444.004249616	5813122.580399398	-	-	1	
3086	3086	4668902.308127414	5822540.21779973	-	-	1	
6593	6593	4592933.275359064	5819048.844687305	-	-	1	
6997	6997	4591062.294689731	5823719.018814615	-	-	1	
3861	3861	4624522.913401442	5808601.60354576	-	-	1	
11121	11121	4597672.91604992	5810392.5148937255	-	-	1	
9205	9205	4608836.084424958	5824050.890478115	-	-	1	
12140	12140	4579639.918799689	5819623.445990913	-	-	1	
1960	1960	4587519.336303077	5815257.150101858	-	-	1	
7322	7322	4589090.787548036	5821652.014728206	-	-	1	
5175	5175	4596500.355404849	5815937.847642729	-	-	1	
4106	4106	4551907.280929827	5778672.517643006	-	-	1	
11309	11309	4578188.743014498	5814043.573041338	-	-	1	
3889	3889	4614789.679385632	5816099.246851488	-	-	1	
6714	6714	4598022.95584895	5830736.991805167	-	-	1	
5665	5665	4587551.580887904	5819351.156534188	-	-	1	
7906	7906	4595025.704188718	5831583.397064914	-	-	1	
2493	2493	4598655.484840925	5821923.737922669	-	-	1	
1273	1273	4587986.43433645	5818085.902145625	-	-	1	
7077	7077	4597327.336914896	5829717.407155066	-	-	1	
11507	11507	4587917.14720744	5817223.706383032	-	-	1	
2850	2850	4568812.608625145	5808393.243282478	-	-	1	
6066	6066	4592494.314906976	5820378.137959064	-	-	1	
2333	2333	4605313.518837275	5811706.786068332	-	-	1	
12120	12120	4578217.019158857	5820591.1953535145	-	-	1	
214	214	4588565.535831851	5831011.819711482	-	-	1	
9194	9194	4583473.968662961	5820617.516388586	-	-	1	
1520	1520	4589455.377702598	5814624.96903523	-	-	1	
10057	10057	4607755.480473018	5813870.668668607	-	-	1	
462	462	4597728.730171148	5814337.773309976	-	-	1	
7534	7534	4600365.907982003	5811626.846580641	-	-	1	
5714	5714	4585347.943321415	5821474.858759823	-	-	1	
6131	6131	4589730.963777041	5819234.2509984635	-	-	1	
5200	5200	4600736.135012271	5817909.181216013	-	-	1	
9337	9337	4606275.514972232	5825773.418473031	-	-	1	
8446	8446	4594665.302649663	5832463.146008912	-	-	1	
3299	3299	4588865.4741648	5842977.495637837	-	-	1	
9797	9797	4587986.324458653	5822323.279384044	-	-	1	
11369	11369	4579341.175627317	5824446.726210054	-	-	1	
10910	10910	4592909.808111194	5818734.570716156	-	-	1	
1798	1798	4598057.769182376	5826426.593289765	-	-	1	
6697	6697	4605856.562408952	5828393.315275231	-	-	1	
4037	4037	4564162.9436106775	5814209.665132984	-	-	1	
6628	6628	4606277.2369003715	5824635.720108754	-	-	1	
2569	2569	4636172.210082263	5847979.254541829	-	-	1	
1662	1662	4527394.8338227365	5830924.261305058	-	-	1	
9149	9149	4597458.070716828	5818992.104169805	-	-	1	
526	526	4603420.497310105	5817678.750345774	-	-	1	
11505	11505	4601380.311471902	5820786.975113013	-	-	1	
6671	6671	4604757.243842177	5828018.385338575	-	-	1	
11914	11914	4608777.048658886	5824019.161023119	-	-	1	
572	572	4605965.267990963	5812976.7906809235	-	-	1	
3845	3845	4638829.424931372	5807352.169057184	-	-	1	
2417	2417	4605207.720035073	5814472.08938261	-	-	1	
5835	5835	4602102.882507954	5820489.597367514	-	-	1	
6782	6782	4586317.317798493	5811465.576406226	-	-	1	
7693	7693	4583372.395964714	5822686.404081616	-	-	1	
3094	3094	4614410.2853737045	5822072.024384675	-	-	1	
5296	5296	4588212.3718908345	5826866.771898389	-	-	1	
5818	5818	4608398.97253189	5821314.58072639	-	-	1	
10814	10814	4593045.123440803	5827221.833991205	-	-	1	
1829	1829	4599998.379777817	5818575.557921488	-	-	1	
5456	5456	4595933.237249193	5817576.4968918	-	-	1	
1344	1344	4556096.301660201	5816067.639142648	-	-	1	
9411	9411	4592667.972213435	5819283.492282476	-	-	1	
3039	3039	4610963.981970887	5823552.822182289	-	-	1	
11267	11267	4588966.027113833	5824411.964818808	-	-	1	
3293	3293	4577082.067929116	5804775.346509649	-	-	1	
10290	10290	4600108.352659878	5802218.198084101	-	-	1	
9208	9208	4583783.952269448	5824827.754100359	-	-	1	
5650	5650	4593397.442142623	5816437.671413374	-	-	1	
5414	5414	4596001.753560119	5823905.164305939	-	-	1	
6303	6303	4586917.724348426	5819582.619523751	-	-	1	
784	784	4577117.464641198	5822623.729701015	-	-	1	
4573	4573	4605463.954181289	5775673.0502705965	-	-	1	
3982	3982	4524841.1868564775	5886290.387811795	-	-	1	
8687	8687	4610388.245934029	5811302.208100806	-	-	1	
9898	9898	4589504.791201076	5815067.381092697	-	-	1	
895	895	4576614.726284225	5823500.001425013	-	-	1	
8798	8798	4593289.691960872	5809974.71543155	-	-	1	
391	391	4600099.85364365	5821181.801942098	-	-	1	
2202	2202	4595244.279044612	5818020.148589114	-	-	1	
243	243	4608644.859187742	5813453.617275667	-	-	1	
6817	6817	4602009.562554276	5837208.239945987	-	-	1	
2520	2520	4589207.900722736	5816679.604634859	-	-	1	
1194	1194	4576293.168825981	5826234.853884649	-	-	1	
9946	9946	4596697.361468456	5831610.90618836	-	-	1	
4769	4769	4594496.179083393	5825718.473086964	-	-	1	
8558	8558	4597604.158648856	5833417.097466463	-	-	1	
11151	11151	4597586.546135076	5818760.39832592	-	-	1	
3230	3230	4572790.560921086	5805020.124097714	-	-	1	
5266	5266	4609879.128205205	5824413.58961555	-	-	1	
2415	2415	4618250.978559839	5831487.828431315	-	-	1	
7551	7551	4588478.368659709	5811769.594861067	-	-	1	
7593	7593	4609351.804458061	5824104.0133115025	-	-	1	
5605	5605	4604222.648939755	5819564.032144626	-	-	1	
10144	10144	4587809.004778309	5817197.386157555	-	-	1	
1115	1115	4609251.867270658	5816930.752777502	-	-	1	
9253	9253	4600990.0220553	5820207.107556737	-	-	1	
8001	8001	4588359.57833324	5821753.494922037	-	-	1	
4749	4749	4589003.408772094	5827044.940797081	-	-	1	
1319	1319	4579500.966787235	5808712.272820113	-	-	1	
6580	6580	4599682.565859202	5823040.774559252	-	-	1	
2093	2093	4601495.86655073	5819503.228779403	-	-	1	
12155	12155	4602936.096361648	5811615.935165496	-	-	1	
11671	11671	4587780.328643161	5823067.1768913865	-	-	1	
5778	5778	4600296.323772334	5822380.946725087	-	-	1	
2595	2595	4595601.862452076	5817953.197740114	-	-	1	
10765	10765	4596279.87300021	5810592.159003907	-	-	1	
4211	4211	4587796.003084594	5806924.4832553435	-	-	1	
8903	8903	4608076.831118383	5813596.028513121	-	-	1	
5697	5697	4608373.681760515	5813851.445986025	-	-	1	
232	232	4589533.637398126	5809926.783586444	-	-	1	
6107	6107	4591099.450535557	5831070.609827084	-	-	1	
10416	10416	4604725.9672449725	5811587.7450238345	-	-	1	
1654	1654	4595781.568306779	5809761.9119980335	-	-	1	
642	642	4577804.106277944	5811769.0241356995	-	-	1	
5410	5410	4602174.6266188435	5823737.575987318	-	-	1	
2049	2049	4589539.837550906	5824110.911272276	-	-	1	
10384	10384	4591012.066721546	5816411.549622014	-	-	1	
3752	3752	4580432.668690306	5838320.896560039	-	-	1	
4450	4450	4589575.937826579	5803528.794790002	-	-	1	
10588	10588	4598969.848346357	5812846.359179868	-	-	1	
9631	9631	4578344.998960573	5810668.431791765	-	-	1	
10734	10734	4593156.151536477	5821415.749522578	-	-	1	
2264	2264	4671670.879420149	5822562.049128742	-	-	1	
10183	10183	4605169.622369648	5805573.083013106	-	-	1	
1187	1187	4610606.37894598	5824134.933551896	-	-	1	
2328	2328	4624124.623247601	5826611.771514182	-	-	1	
1294	1294	4589839.671838813	5817700.603849343	-	-	1	
1292	1292	4604777.638318692	5808794.660641655	-	-	1	
9471	9471	4611654.361696372	5811219.6232138565	-	-	1	
9675	9675	4588079.4254789185	5818632.110005874	-	-	1	
1077	1077	4579023.566203193	5825994.288055873	-	-	1	
2580	2580	4598997.5275393445	5811168.891272503	-	-	1	
10492	10492	4601814.427303193	5807248.405479842	-	-	1	
6893	6893	4600727.466794343	5830809.157764745	-	-	1	
3781	3781	4654457.756514112	5784551.108860947	-	-	1	
4440	4440	4592773.692712268	5805469.446205307	-	-	1	
489	489	4579747.624945174	5825069.955949259	-	-	1	
4924	4924	4596361.898243648	5809973.540187523	-	-	1	
3984	3984	4565896.413257518	5864949.783496019	-	-	1	
8014	8014	4607578.410537587	5816210.691778215	-	-	1	
5809	5809	4595157.842095396	5811501.398602943	-	-	1	
1165	1165	4569241.845350827	5811338.487190448	-	-	1	
10709	10709	4597181.7119811	5818079.690687463	-	-	1	
11324	11324	4583540.62468194	5811223.768590769	-	-	1	
9005	9005	4665881.233930454	5767338.2491482245	-	-	1	
1164	1164	4571875.289499573	5827839.050844723	-	-	1	
3164	3164	4621905.951858814	5822016.104174944	-	-	1	
357	357	4587515.937061189	5820947.642771112	-	-	1	
11971	11971	4593429.972043107	5818900.0985237695	-	-	1	
6110	6110	4601004.726071202	5813101.129913097	-	-	1	
6781	6781	4579141.556546526	5817508.839042857	-	-	1	
6429	6429	4593475.340741506	5821998.332299882	-	-	1	
11028	11028	4603826.31420718	5814325.536757736	-	-	1	
1509	1509	4593296.255262876	5816322.665517548	-	-	1	
11896	11896	4597297.796390359	5831528.063090922	-	-	1	
1554	1554	4584884.684736147	5814711.592978862	-	-	1	
67	67	4578153.570909699	5821736.150332964	-	-	1	
436	436	4596730.972199556	5807223.714133232	-	-	1	
6747	6747	4579134.0979695665	5820736.146450297	-	-	1	
7664	7664	4586472.290346179	5818619.433729646	-	-	1	
2766	2766	4618468.464823363	5820802.705041594	-	-	1	
9108	9108	4601280.7493599	5824694.80581205	-	-	1	
10593	10593	4616782.0753490385	5811781.823417013	-	-	1	
7719	7719	4585898.6229255535	5833369.747948563	-	-	1	
10072	10072	4603398.825651018	5814308.474867889	-	-	1	
162	162	4587634.790611361	5819680.751938737	-	-	1	
4902	4902	4594576.321781468	5819617.655939426	-	-	1	
2176	2176	4583271.657163479	5815721.0977606205	-	-	1	
5310	5310	4591767.882445982	5815150.804289605	-	-	1	
11306	11306	4588219.365113016	5828412.749509087	-	-	1	
8009	8009	4587658.647010334	5820104.95075507	-	-	1	
113	113	4595998.844317637	5824041.132520938	-	-	1	
8127	8127	4599490.58092657	5825244.954093867	-	-	1	
8682	8682	4611092.838791096	5805967.280191243	-	-	1	
5707	5707	4608742.401762936	5824754.452050206	-	-	1	
7038	7038	4593048.598226033	5820149.583885501	-	-	1	
1404	1404	4608141.949181498	5822457.1687724115	-	-	1	
12051	12051	4591476.70081109	5810071.767133645	-	-	1	
8079	8079	4582491.731584092	5824368.234609592	-	-	1	
5675	5675	4587941.927447187	5819512.2883100165	-	-	1	
8865	8865	4599134.641216988	5815805.020086538	-	-	1	
7734	7734	4585238.849092553	5828919.173136384	-	-	1	
5209	5209	4605988.191561749	5844349.414377145	-	-	1	
5464	5464	4608292.767359372	5819829.631330386	-	-	1	
9506	9506	4587611.392679885	5817077.069918415	-	-	1	
2649	2649	4598355.496903083	5823426.57932274	-	-	1	
7926	7926	4591276.228570655	5830777.435541319	-	-	1	
8690	8690	4598019.365530634	5829382.467206185	-	-	1	
9057	9057	4601796.010280615	5809895.588607491	-	-	1	
10934	10934	4576439.565974351	5810841.763176671	-	-	1	
4614	4614	4618427.220472854	5882709.199919759	-	-	1	
9786	9786	4591451.018327858	5823216.085833863	-	-	1	
999	999	4595947.80255893	5817845.155645136	-	-	1	
9570	9570	4597655.761407744	5815459.247938144	-	-	1	
11176	11176	4600687.44110634	5822631.852118195	-	-	1	
5368	5368	4599787.838542794	5811385.806925228	-	-	1	
8460	8460	4594760.714284422	5823256.794625135	-	-	1	
3929	3929	4668466.950013807	5784636.068699261	-	-	1	
5198	5198	4612179.828677689	5839585.503254046	-	-	1	
11366	11366	4595619.274279377	5821408.990567495	-	-	1	
7606	7606	4588767.764440994	5828074.809796885	-	-	1	
9795	9795	4601722.622178798	5820036.799183576	-	-	1	
10957	10957	4608996.3703045	5800423.364079505	-	-	1	
8236	8236	4578856.296366117	5822955.416950644	-	-	1	
11576	11576	4600322.936971038	5811697.782357442	-	-	1	
2999	2999	4573625.2777505545	5807571.48616438	-	-	1	
6228	6228	4604118.980744441	5826935.095647129	-	-	1	
7548	7548	4586177.606243784	5833718.4119705865	-	-	1	
11644	11644	4608198.308317679	5813320.132517321	-	-	1	
3777	3777	4642502.422623288	5733599.0298474375	-	-	1	
7410	7410	4599157.420357093	5817542.6348796	-	-	1	
2774	2774	4595960.190623155	5806808.547363326	-	-	1	
11018	11018	4594545.407736859	5819952.958351229	-	-	1	
778	778	4600921.698061285	5822327.680186649	-	-	1	
7518	7518	4610860.568267494	5842838.770028498	-	-	1	
1328	1328	4602733.267117617	5819626.289366361	-	-	1	
10786	10786	4607464.047309806	5826021.602263487	-	-	1	
372	372	4589937.949846213	5824149.871584962	-	-	1	
2232	2232	4592160.817592911	5823572.179477235	-	-	1	
11998	11998	4601564.296363045	5823834.582597841	-	-	1	
4553	4553	4581745.156018755	5793488.48459172	-	-	1	
10347	10347	4597715.8788298005	5822646.375916545	-	-	1	
9061	9061	4600773.379624309	5816369.682340705	-	-	1	
4324	4324	4652418.517655584	5718340.34695776	-	-	1	
9908	9908	4592339.930340145	5818456.021460486	-	-	1	
7352	7352	4601922.696227767	5819149.997596766	-	-	1	
1491	1491	4603786.070024852	5814179.393686331	-	-	1	
2416	2416	4601861.134674943	5811538.090636972	-	-	1	
5185	5185	4596705.4634610955	5819142.259846715	-	-	1	
3534	3534	4581263.183715836	5844614.509868419	-	-	1	
11354	11354	4594762.191804832	5815515.187942651	-	-	1	
2431	2431	4589554.013882903	5814065.823356538	-	-	1	
8944	8944	4605615.311851778	5811776.675705817	-	-	1	
10865	10865	4585347.180740609	5818262.561816512	-	-	1	
1006	1006	4577436.406497186	5827757.094860037	-	-	1	
3935	3935	4642425.739426072	5811594.670796063	-	-	1	
4730	4730	4596654.965947543	5826505.864806635	-	-	1	
5182	5182	4595515.183690669	5824100.598215528	-	-	1	
10720	10720	4588308.131817259	5818479.710836584	-	-	1	
11565	11565	4596412.769070147	5825804.4288159665	-	-	1	
4612	4612	4652657.4361432595	5890276.950181005	-	-	1	
55	55	4589808.489170931	5826733.537548478	-	-	1	
9401	9401	4591053.6553717	5819227.8307173345	-	-	1	
3681	3681	4585196.839327021	5852732.680230643	-	-	1	
3446	3446	4589028.873014053	5837302.299292369	-	-	1	
1912	1912	4586851.4949568445	5821770.793923391	-	-	1	
7301	7301	4593708.459620372	5826689.737429164	-	-	1	
9706	9706	4605101.912937805	5822553.29959777	-	-	1	
669	669	4583720.33303608	5824692.162483819	-	-	1	
1814	1814	4584578.082679459	5826724.895008508	-	-	1	
11221	11221	4595228.713424443	5818759.997782063	-	-	1	
10429	10429	4600149.393799723	5814994.776288449	-	-	1	
7893	7893	4595860.220500056	5846666.919780815	-	-	1	
12171	12171	4596522.825221445	5810005.721901808	-	-	1	
619	619	4590466.341616962	5810534.097470851	-	-	1	
5687	5687	4591430.016381736	5812996.107788428	-	-	1	
10402	10402	4598719.3176975	5824687.4521615915	-	-	1	
11981	11981	4594752.624782005	5821821.635213401	-	-	1	
6076	6076	4595224.075953392	5808006.880931917	-	-	1	
7818	7818	4610643.105498674	5810469.615349608	-	-	1	
12161	12161	4577747.107657249	5825024.5365150245	-	-	1	
4306	4306	4675403.903734941	5722268.786054132	-	-	1	
573	573	4596198.5280171065	5828739.67904152	-	-	1	
6254	6254	4598440.9836899135	5820788.393265577	-	-	1	
2344	2344	4595654.713544982	5833601.661838369	-	-	1	
2570	2570	4610021.389179773	5824030.708085159	-	-	1	
12131	12131	4596717.008084355	5824836.128605184	-	-	1	
5638	5638	4597011.231770206	5823442.989629702	-	-	1	
7620	7620	4589368.706087654	5822976.687311634	-	-	1	
10140	10140	4604047.347758863	5805203.322219663	-	-	1	
893	893	4582474.080969463	5824817.694368652	-	-	1	
8731	8731	4594760.705345495	5823538.447682721	-	-	1	
6582	6582	4597064.084658795	5818883.17153584	-	-	1	
7802	7802	4578866.692803557	5810935.719597752	-	-	1	
9887	9887	4596901.031736133	5819629.571953041	-	-	1	
3420	3420	4583725.087993865	5838162.3579178825	-	-	1	
11607	11607	4612830.779875716	5813395.387328086	-	-	1	
63	63	4575036.294948924	5826947.329281796	-	-	1	
6441	6441	4589424.01591989	5821233.646981789	-	-	1	
8688	8688	4595171.122332112	5826452.508863641	-	-	1	
3471	3471	4574639.876607933	5805013.466819964	-	-	1	
4632	4632	4590943.257787625	5830836.292887147	-	-	1	
8715	8715	4610878.79617522	5804901.952085406	-	-	1	
1784	1784	4592420.144120933	5827602.717826873	-	-	1	
8384	8384	4577110.403174726	5824331.226919236	-	-	1	
2139	2139	4591220.710104846	5815330.662827039	-	-	1	
9134	9134	4600572.081829028	5825470.1753561795	-	-	1	
656	656	4589488.332161444	5819928.794085227	-	-	1	
7304	7304	4603031.871436361	5837718.439429407	-	-	1	
10338	10338	4606299.517271157	5819684.611018476	-	-	1	
5095	5095	4586670.389678954	5831733.041546031	-	-	1	
2765	2765	4598580.440768136	5822543.973756611	-	-	1	
8901	8901	4589184.287145755	5822371.126703013	-	-	1	
7595	7595	4596034.060625972	5824020.724293739	-	-	1	
3821	3821	4571311.8576430995	5805332.81362829	-	-	1	
7788	7788	4585933.36998091	5825680.806385434	-	-	1	
9598	9598	4601050.916036743	5820068.5929792635	-	-	1	
9655	9655	4591673.877439057	5810896.370220256	-	-	1	
3241	3241	4623636.69578922	5816940.177409269	-	-	1	
4014	4014	4562502.88254207	5783602.30617088	-	-	1	
8637	8637	4595691.308027233	5819937.231406133	-	-	1	
5518	5518	4595775.512888238	5832723.910761069	-	-	1	
9187	9187	4587735.686504755	5819926.232491401	-	-	1	
11148	11148	4615413.703651062	5805538.002544387	-	-	1	
11997	11997	4594230.900103337	5822899.846961127	-	-	1	
7472	7472	4609864.982372306	5823533.469728567	-	-	1	
4596	4596	4587605.767341075	5893439.30548676	-	-	1	
1061	1061	4545326.286173933	5810698.39875221	-	-	1	
7928	7928	4590950.61140059	5816045.330751909	-	-	1	
8149	8149	4601663.582343609	5827320.932882554	-	-	1	
3070	3070	4611533.121114932	5825593.392001094	-	-	1	
6493	6493	4597726.422253253	5811017.495228065	-	-	1	
130	130	4578008.458666382	5824843.545656257	-	-	1	
3519	3519	4575421.237328993	5850422.423127602	-	-	1	
5784	5784	4588277.966911101	5820004.476501251	-	-	1	
914	914	4593912.95542567	5827636.934854744	-	-	1	
26	26	4575986.240781031	5815030.378797884	-	-	1	
6735	6735	4598436.103104528	5811355.2081085695	-	-	1	
668	668	4583369.765211346	5826611.777454506	-	-	1	
7694	7694	4587429.660212991	5828290.117486833	-	-	1	
2190	2190	4595931.708791877	5824235.817779943	-	-	1	
8822	8822	4608271.332119911	5813885.444610983	-	-	1	
4774	4774	4603941.303571135	5813734.254991649	-	-	1	
8126	8126	4586239.028925309	5823804.547396531	-	-	1	
8122	8122	4590594.449975805	5832510.522488538	-	-	1	
9714	9714	4593982.344937478	5819349.242108956	-	-	1	
7222	7222	4593965.0621600095	5810764.501931761	-	-	1	
11381	11381	4607202.297680459	5813638.08505375	-	-	1	
11254	11254	4584727.57026608	5824439.368719542	-	-	1	
2265	2265	4592411.954480959	5824130.358980267	-	-	1	
10410	10410	4590322.764379104	5831200.636888571	-	-	1	
3196	3196	4625054.375630919	5825820.54071866	-	-	1	
3634	3634	4576570.021525248	5838990.146337073	-	-	1	
11918	11918	4610117.006630911	5818620.346768575	-	-	1	
2961	2961	4590515.520160104	5820333.251061312	-	-	1	
11753	11753	4592446.317993695	5821388.913875853	-	-	1	
6412	6412	4620746.507143058	5859174.075932388	-	-	1	
4999	4999	4589524.640468499	5815815.6488115825	-	-	1	
972	972	4607447.573668591	5820911.585165777	-	-	1	
8205	8205	4600128.321578498	5819593.915108176	-	-	1	
3065	3065	4611690.907421037	5825827.863900537	-	-	1	
11803	11803	4598129.793966358	5824240.638940317	-	-	1	
2965	2965	4578827.627652655	5815869.959076035	-	-	1	
5726	5726	4580147.989777076	5817132.937861377	-	-	1	
3402	3402	4580252.615619166	5835129.8698501075	-	-	1	
7055	7055	4587140.142908723	5821317.855515139	-	-	1	
8500	8500	4589646.43276436	5815234.814562871	-	-	1	
11367	11367	4579078.800856043	5822134.641390642	-	-	1	
3755	3755	4588242.799424541	5880296.715017527	-	-	1	
7853	7853	4586936.011979518	5817700.287167904	-	-	1	
2304	2304	4595502.397490976	5819304.899976075	-	-	1	
8594	8594	4592316.281174478	5813451.970931302	-	-	1	
6926	6926	4593854.820139428	5821128.453948737	-	-	1	
11927	11927	4592328.913067491	5821482.690051987	-	-	1	
3816	3816	4619882.198471992	5810767.733878225	-	-	1	
5021	5021	4592558.215543451	5813306.98270074	-	-	1	
11188	11188	4598474.340016725	5817193.49133484	-	-	1	
10051	10051	4587538.730223672	5822032.77844564	-	-	1	
11096	11096	4600167.418762551	5826291.536207545	-	-	1	
3720	3720	4579244.833803152	5847370.302676661	-	-	1	
86	86	4600875.277036994	5833183.510796674	-	-	1	
1136	1136	4592062.78829426	5816349.157398002	-	-	1	
9118	9118	4601765.983458589	5824244.985087505	-	-	1	
4004	4004	4520051.418162	5863646.222130692	-	-	1	
1639	1639	4581053.875691883	5822845.9514759965	-	-	1	
